,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.3328898739091217,0.5302372108866165,0.41256451063180727,0.0004894733428955078,6.031990051269531e-05
Ridge Regression,0.33306158534083996,0.5301588314815079,0.4124583182056604,0.0004241466522216797,4.982948303222656e-05
Lasso Regression,-0.12118982313127824,0.6685177749137278,0.6933834649101173,0.00036644935607910156,5.340576171875e-05
ElasticNet Regression,-0.014407432521174268,0.6393779039826347,0.6273454555872748,0.0003447532653808594,6.318092346191406e-05
Bayesian Ridge Regression,0.33390954117384586,0.5300740886712265,0.41193391230984316,0.0008859634399414062,7.176399230957031e-05
ARD Regression,0.3314185106412685,0.52919798419936,0.4134744537473774,0.0007884502410888672,6.29425048828125e-05
SGD Regressor,0.33626337424629626,0.5294704079470978,0.41047821863699346,0.00040912628173828125,6.341934204101562e-05
Passive Aggressive Regressor,-1.6185251794891666,0.9768357266114406,1.6193886391492822,0.0003120899200439453,4.9114227294921875e-05
Support Vector Regression,0.3226447191094385,0.5104811854009297,0.41890047693027516,0.0021402835845947266,0.0005018711090087891
MLP Regressor,0.34921488582571625,0.5141163055730451,0.40246854552947164,0.030261993408203125,0.00011181831359863281
Random Forest Regressor,0.1311308834860705,0.5060041045754854,0.5373394104481448,0.08693742752075195,0.002553701400756836
Gradient Boosting Regressor,0.2488500011163266,0.513862316553393,0.4645377420913394,0.03972768783569336,0.00030303001403808594
XGBoost Regressor,-0.055680367909457074,0.5857248957386325,0.6528700994576715,0.02646160125732422,0.0006525516510009766
AdaBoost Regressor,0.12706436997883153,0.5928490979823924,0.5398542863126781,0.02576446533203125,0.001699209213256836
Bagging Regressor,0.03026728537059109,0.5374112600196789,0.5997170290295293,0.0195009708404541,0.0011034011840820312
ExtraTrees Regressor,0.11397065638054737,0.519799108461262,0.547951902181116,0.06464314460754395,0.0030803680419921875
HistGradientBoosting Regressor,0.18343155136997014,0.5294885862337391,0.5049948265371246,0.07894635200500488,0.0010819435119628906
Stacking Regressor,0.3072707290682729,0.5071602643286214,0.42840829644870904,0.0565798282623291,0.0005528926849365234
Voting Regressor,0.2731792445463488,0.4878137805855285,0.44949167695578807,0.04252505302429199,0.0007910728454589844
Custom MLP,0.1978968734176375,0.5676274618288938,0.49604895946312605,0.5297703742980957,1.3828277587890625e-05
FONN1,0.3995205334678755,0.46949456258978595,0.371357752738603,6.461392402648926,0.0005381107330322266
Tree-based Predictions (FONN1),0.33122473460321655,0.4904229291511343,0.4135942917069352,0.0051422119140625,0.00080108642578125
TREENN1,0.28790923784528766,0.5156077555413189,0.44038212781343455,1.2276124954223633,8.296966552734375e-05
Tree-based Predictions (TREENN1),0.33122473460321655,0.49042292915113433,0.4135942917069352,0.0005981922149658203,0.00018143653869628906
FONN2,0.1695812881612181,0.5386010258991086,0.5135603194585469,3.53409481048584,0.0005517005920410156
Tree-based Predictions (FONN2),0.33122473460321655,0.4904229291511343,0.4135942917069352,0.005209207534790039,0.0008001327514648438
TREENN2,0.20025579490065426,0.5776155683030493,0.4945901189371061,0.9618921279907227,0.000102996826171875
Tree-based Predictions (TREENN2),0.33122473460321655,0.49042292915113433,0.4135942917069352,0.0007100105285644531,0.00020766258239746094
Ensemble of 10 Trees,0.33122473460321655,0.4904229291511343,0.4135942917069352,0.004954814910888672,0.0007221698760986328
