,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5235951702109735,0.3417724130858532,0.2928863131683308,0.0004792213439941406,6.914138793945312e-05
Ridge Regression,0.5246936075135333,0.3412974886465144,0.2922110109218448,0.00036597251892089844,5.078315734863281e-05
Lasso Regression,-0.010014854617615754,0.6303076539894414,0.6209414945377513,0.00039196014404296875,5.817413330078125e-05
ElasticNet Regression,0.434127609030295,0.4561102581964626,0.34788958455408736,0.0003299713134765625,6.175041198730469e-05
Bayesian Ridge Regression,0.5269239308880972,0.34032318376861664,0.2908398426433065,0.0009529590606689453,7.62939453125e-05
ARD Regression,0.5270387392319007,0.34005761026784304,0.29076926025111605,0.0007658004760742188,6.031990051269531e-05
SGD Regressor,0.5331604600227806,0.3380493320999227,0.2870057210916144,0.00038909912109375,5.340576171875e-05
Passive Aggressive Regressor,0.621445373358749,0.2995562037654879,0.23272952328982416,0.0002968311309814453,4.76837158203125e-05
Support Vector Regression,0.7007406697036591,0.24371358297307066,0.18398000282770843,0.0017139911651611328,0.0004565715789794922
MLP Regressor,0.6744255018359467,0.26821598008746733,0.20015816059448244,0.10982108116149902,0.00013899803161621094
Random Forest Regressor,0.6741710148671325,0.2779938795231485,0.20031461524268232,0.08170461654663086,0.00441288948059082
Gradient Boosting Regressor,0.5701507231327139,0.3185357871026563,0.2642646800526463,0.04269909858703613,0.0002677440643310547
XGBoost Regressor,0.555162154233702,0.3086545675765264,0.2734794201434324,0.15010881423950195,0.0007319450378417969
AdaBoost Regressor,0.5515790686756576,0.4072653793058553,0.27568224566752925,0.054706573486328125,0.003381013870239258
Bagging Regressor,0.6281180325512049,0.29666438654847704,0.2286272757312244,0.015071868896484375,0.0009050369262695312
ExtraTrees Regressor,0.6866422562499004,0.2716424276898892,0.1926474891330483,0.06219148635864258,0.0037109851837158203
HistGradientBoosting Regressor,0.5410906870819714,0.3177542357026204,0.2821303402794956,0.07235360145568848,0.0009920597076416016
Stacking Regressor,0.6165230367074679,0.303243882327533,0.23575569965039025,0.05729103088378906,0.0005457401275634766
Voting Regressor,0.6430618435167921,0.2964467550933647,0.2194400521249197,0.056030988693237305,0.0009889602661132812
Custom MLP,0.5429060038996301,0.3479716356701747,0.2810143116065874,0.4966762065887451,1.6450881958007812e-05
FONN1,0.4745745678671003,0.3464568581939384,0.3230234205023307,6.4022438526153564,0.0005142688751220703
Tree-based Predictions (FONN1),0.3855330768439258,0.36365605220280794,0.377764750552107,0.0049588680267333984,0.0007045269012451172
TREENN1,0.4614648224411505,0.38405976178696294,0.3310830890117415,1.2988152503967285,9.846687316894531e-05
Tree-based Predictions (TREENN1),0.3924238475946197,0.3624150981692956,0.3735284113845283,0.0007050037384033203,0.0001895427703857422
FONN2,0.44287254307919754,0.360480107769436,0.34251333449881916,3.494119882583618,0.0010633468627929688
Tree-based Predictions (FONN2),0.3855330768439258,0.36365605220280794,0.377764750552107,0.008145332336425781,0.001474618911743164
TREENN2,0.36753025453508303,0.3742502530248777,0.3888326069695085,0.953526496887207,0.00010228157043457031
Tree-based Predictions (TREENN2),0.3924238475946197,0.3624150981692956,0.3735284113845283,0.0007054805755615234,0.00018715858459472656
Ensemble of 10 Trees,0.3855330768439258,0.36365605220280794,0.377764750552107,0.005772590637207031,0.0008678436279296875
