,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.6572085498580699,0.381835764321779,0.2203312603855626,0.0003769397735595703,7.867813110351562e-05
Ridge Regression,0.6574788571841175,0.3813836104924001,0.22015751873064432,0.00042438507080078125,5.602836608886719e-05
Lasso Regression,-0.0018238043358735911,0.6036641867991455,0.6439282584270684,0.00033593177795410156,5.1021575927734375e-05
ElasticNet Regression,0.4492387325724062,0.42575471935109294,0.3540051076934027,0.0003571510314941406,5.841255187988281e-05
Bayesian Ridge Regression,0.6579402764357954,0.38062179529939294,0.21986093873938056,0.0009453296661376953,7.534027099609375e-05
ARD Regression,0.6682720430872988,0.3765790220872514,0.2132201337619147,0.0008249282836914062,5.9604644775390625e-05
SGD Regressor,0.6280690502715568,0.3916350510095873,0.23906084850172687,0.0003948211669921875,5.1021575927734375e-05
Passive Aggressive Regressor,0.08474700954016101,0.6977410524891114,0.5882843486212284,0.00033783912658691406,4.792213439941406e-05
Support Vector Regression,0.7952216565857041,0.26817291321424586,0.13162250833694422,0.0020487308502197266,0.0005059242248535156
MLP Regressor,0.7668094555556796,0.29851552197675746,0.14988462094413246,0.07512164115905762,0.00015687942504882812
Random Forest Regressor,0.678434364886668,0.33052833456756786,0.20668824047936166,0.10074090957641602,0.0026869773864746094
Gradient Boosting Regressor,0.6296068784647089,0.3583044989814578,0.23807240020783463,0.0545194149017334,0.0003707408905029297
XGBoost Regressor,0.4261847860866219,0.42768337650075855,0.3688231700574758,0.13843131065368652,0.0027391910552978516
AdaBoost Regressor,0.7242100457568483,0.3070422634520694,0.1772656470717426,0.015981674194335938,0.0013959407806396484
Bagging Regressor,0.6269783473106779,0.3400577033473637,0.2397619043710527,0.013858318328857422,0.0008611679077148438
ExtraTrees Regressor,0.6388487015989965,0.3289391327433683,0.2321321629627255,0.0606236457824707,0.0031654834747314453
HistGradientBoosting Regressor,0.6793510806697804,0.3266809264893504,0.20609901591199029,0.07820749282836914,0.0022199153900146484
Stacking Regressor,0.6693686436296085,0.34764447799270054,0.21251528718675494,0.08217072486877441,0.0008139610290527344
Voting Regressor,0.686988102685026,0.3271395123348514,0.20119027421054275,0.05942964553833008,0.000982522964477539
Custom MLP,0.6459169210023257,0.3709586850046437,0.2275890225513401,0.5108890533447266,1.430511474609375e-05
FONN1,0.19113239318234387,0.5336955315652162,0.5199045052652211,6.310483932495117,0.0005013942718505859
Tree-based Predictions (FONN1),0.44069307008040304,0.37617901989958674,0.3594978835106324,0.005372524261474609,0.0007278919219970703
TREENN1,0.35861560801809556,0.4187384643054809,0.4122536644904345,1.3559603691101074,9.870529174804688e-05
Tree-based Predictions (TREENN1),0.4743971494194057,0.36258645856677096,0.3378343843836187,0.0007598400115966797,0.00021004676818847656
FONN2,0.2605497659004625,0.44477045827318945,0.4752860726371472,3.506333112716675,0.0006022453308105469
Tree-based Predictions (FONN2),0.44069307008040304,0.37617901989958674,0.3594978835106324,0.006629467010498047,0.0009086132049560547
TREENN2,-0.08214805071991904,0.5440651809250864,0.6955571495151907,1.0415699481964111,9.441375732421875e-05
Tree-based Predictions (TREENN2),0.4743971494194057,0.36258645856677096,0.3378343843836187,0.0006468296051025391,0.00018334388732910156
Ensemble of 10 Trees,0.44069307008040304,0.37617901989958674,0.3594978835106324,0.006102561950683594,0.0009002685546875
