,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.4485857185763461,0.5762246897768143,0.5755846241990635,0.0005633831024169922,6.651878356933594e-05
Ridge Regression,0.4480216325100961,0.5768076491273147,0.5761734360550426,0.0007576942443847656,9.703636169433594e-05
Lasso Regression,-0.009504808281249222,0.8359506011976113,1.0537547997515193,0.0003886222839355469,5.459785461425781e-05
ElasticNet Regression,0.12800582587559417,0.7705357386633831,0.9102166119479811,0.0003573894500732422,5.340576171875e-05
Bayesian Ridge Regression,0.4460231493104503,0.5788285756427388,0.5782595194957296,0.0011281967163085938,0.0001163482666015625
ARD Regression,0.440034679279386,0.5809996042178923,0.5845104843119804,0.0010020732879638672,6.341934204101562e-05
SGD Regressor,0.4380767994967386,0.5829113278832454,0.5865541845513224,0.0003876686096191406,5.1975250244140625e-05
Passive Aggressive Regressor,-1.2716939395607763,1.2457237625056852,2.371269926345599,0.0003180503845214844,5.5789947509765625e-05
Support Vector Regression,0.46230658338241293,0.5894379063265023,0.5612623277349672,0.002413034439086914,0.0005521774291992188
MLP Regressor,0.4153029701265277,0.5960208809467806,0.6103262674683321,0.23622465133666992,0.0001652240753173828
Random Forest Regressor,0.32759584698980904,0.6279639799479856,0.7018778888370992,0.10201478004455566,0.002143383026123047
Gradient Boosting Regressor,0.2668601249911987,0.6748717457987028,0.7652758618307841,0.04647660255432129,0.0002684593200683594
XGBoost Regressor,0.1441609828762208,0.7177754186607265,0.8933533200740835,0.03258013725280762,0.0007033348083496094
AdaBoost Regressor,0.22650619709843178,0.6553046416610778,0.8073986381236761,0.05208086967468262,0.003623485565185547
Bagging Regressor,0.21001333785635712,0.6838162495546509,0.8246144348642106,0.016400575637817383,0.0016181468963623047
ExtraTrees Regressor,0.38068972466925477,0.6174866145825427,0.6464567279043533,0.07076525688171387,0.0032608509063720703
HistGradientBoosting Regressor,0.27535569521057257,0.6660257786842237,0.7564079021917081,0.0777592658996582,0.0009162425994873047
Stacking Regressor,0.44628523028612066,0.5795421397587972,0.5779859506293203,0.07503676414489746,0.0008294582366943359
Voting Regressor,0.35548875079467424,0.6372736662716091,0.6727623452336701,0.05705738067626953,0.0008149147033691406
Custom MLP,0.42746779317186145,0.5969052293407778,0.5976282193094796,0.4874088764190674,1.430511474609375e-05
FONN1,0.11560986350991764,0.7009905845539145,0.9231559310410821,6.327911138534546,0.0006270408630371094
Tree-based Predictions (FONN1),0.0820467933147081,0.7039744817238376,0.958190183500775,0.007483243942260742,0.0009112358093261719
TREENN1,0.332571550102425,0.6314038797993592,0.6966840839200286,1.2997770309448242,0.00010061264038085938
Tree-based Predictions (TREENN1),0.08204679331470799,0.7039744817238376,0.9581901835007751,0.0008213520050048828,0.0002048015594482422
FONN2,0.12161055954868538,0.6742584611135015,0.916892204310085,3.4589197635650635,0.0004596710205078125
Tree-based Predictions (FONN2),0.0820467933147081,0.7039744817238376,0.958190183500775,0.005722999572753906,0.0008580684661865234
TREENN2,0.3494951577661005,0.6522781306680454,0.6790186576056437,0.9756629467010498,8.344650268554688e-05
Tree-based Predictions (TREENN2),0.08204679331470799,0.7039744817238376,0.9581901835007751,0.0006875991821289062,0.00017714500427246094
Ensemble of 10 Trees,0.0820467933147081,0.7039744817238376,0.958190183500775,0.00587153434753418,0.0008034706115722656
