,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5350034707689202,0.5646904493007155,0.5526408283201941,0.0005190372467041016,6.270408630371094e-05
Ridge Regression,0.5342778967372536,0.564847024979012,0.5535031612811109,0.0004487037658691406,7.581710815429688e-05
Lasso Regression,-0.0518076377685035,0.7674589885638422,1.2500563071537028,0.0004076957702636719,7.987022399902344e-05
ElasticNet Regression,-0.0518076377685035,0.7674589885638422,1.2500563071537028,0.0003802776336669922,5.602836608886719e-05
Bayesian Ridge Regression,0.5279389851394765,0.567071089023758,0.5610368548375698,0.0009596347808837891,6.651878356933594e-05
ARD Regression,0.5288310013663958,0.5677145676699875,0.5599767080288723,0.0008535385131835938,5.8650970458984375e-05
SGD Regressor,0.5310087844805431,0.566073647526503,0.5573884481420851,0.0004000663757324219,5.53131103515625e-05
Passive Aggressive Regressor,-0.25597348517501994,0.9667683693751147,1.492704103282436,0.00036525726318359375,5.269050598144531e-05
Support Vector Regression,0.2559892622194506,0.6299065227085672,0.8842446869142768,0.0020389556884765625,0.0005142688751220703
MLP Regressor,0.47985917824178614,0.5792224703052771,0.6181789250232382,0.09747457504272461,0.00015044212341308594
Random Forest Regressor,0.34874461078372765,0.6656278680496774,0.7740064605205125,0.10193204879760742,0.0022568702697753906
Gradient Boosting Regressor,0.3237877395414215,0.6635455735605887,0.803667296953927,0.04813790321350098,0.0005116462707519531
XGBoost Regressor,0.18671618030818748,0.7637652234136992,0.9665746204968741,0.05185389518737793,0.0007932186126708984
AdaBoost Regressor,0.3069005978173105,0.6695485247880282,0.8237373908228115,0.0698707103729248,0.004995584487915039
Bagging Regressor,0.3306006612641126,0.6940674255139554,0.7955702500569649,0.018306255340576172,0.0013852119445800781
ExtraTrees Regressor,0.3590045506758571,0.6912493955217125,0.7618126884726267,0.07957029342651367,0.00463557243347168
HistGradientBoosting Regressor,0.31133469859922003,0.6399096633741982,0.8184675340068438,0.06491684913635254,0.0013828277587890625
Stacking Regressor,0.4960793661390249,0.5966537560726223,0.5989014949532505,0.07506537437438965,0.0006906986236572266
Voting Regressor,0.441206733494485,0.6265076285101665,0.6641167282947413,0.06447362899780273,0.0008609294891357422
Custom MLP,0.3493703532282987,0.6361403921087487,0.77326277578064,0.5019991397857666,1.3828277587890625e-05
FONN1,0.27053413558270634,0.68235897385589,0.8669583409783753,6.764418840408325,0.0005829334259033203
Tree-based Predictions (FONN1),0.27476165559387755,0.6815437428787651,0.8619340020557232,0.006144046783447266,0.0008537769317626953
TREENN1,0.21336176331413215,0.6833408025243863,0.9349067775393584,1.325364351272583,8.7738037109375e-05
Tree-based Predictions (TREENN1),0.27476165559387755,0.6815437428787651,0.8619340020557232,0.0006878376007080078,0.00018906593322753906
FONN2,-0.06504861231004488,0.79131465702162,1.26579299050165,3.4611194133758545,0.0008170604705810547
Tree-based Predictions (FONN2),0.27476165559387755,0.6815437428787651,0.8619340020557232,0.00616002082824707,0.0009601116180419922
TREENN2,0.2234761514795558,0.7166778123633872,0.9228859913564277,0.9494867324829102,0.00010585784912109375
Tree-based Predictions (TREENN2),0.27476165559387755,0.6815437428787651,0.8619340020557232,0.0007767677307128906,0.0002002716064453125
Ensemble of 10 Trees,0.27476165559387755,0.6815437428787651,0.8619340020557232,0.006411075592041016,0.0008118152618408203
