,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5906581927307326,0.514914266505105,0.4579576832928628,0.000400543212890625,6.031990051269531e-05
Ridge Regression,0.5907148359033763,0.5147768972796924,0.4578943128389839,0.0004069805145263672,5.125999450683594e-05
Lasso Regression,-0.03279496796974035,0.8215532340041264,1.1554558621881055,0.00034999847412109375,5.316734313964844e-05
ElasticNet Regression,0.12869209102434842,0.7618085866772893,0.9747896362971761,0.0003371238708496094,5.1021575927734375e-05
Bayesian Ridge Regression,0.5907476211338587,0.5144230692745524,0.45785763383886396,0.0009703636169433594,7.176399230957031e-05
ARD Regression,0.5816341820497175,0.521780584449565,0.4680534393385414,0.0008029937744140625,5.91278076171875e-05
SGD Regressor,0.5956130471893749,0.5099761339448604,0.4524143607476518,0.00039386749267578125,5.1021575927734375e-05
Passive Aggressive Regressor,0.5837583407709378,0.5166750164087194,0.46567700285040015,0.00031757354736328125,4.76837158203125e-05
Support Vector Regression,0.5736859923936422,0.4977365192560223,0.47694560343375236,0.002056121826171875,0.000522613525390625
MLP Regressor,0.4912367397113371,0.5337080073822799,0.5691870214298836,0.09998703002929688,0.000148773193359375
Random Forest Regressor,0.39270913642162064,0.5706947697711582,0.6794163509087453,0.09928393363952637,0.0024328231811523438
Gradient Boosting Regressor,0.3174895360909389,0.6047377590340955,0.7635694798926959,0.043396949768066406,0.0002696514129638672
XGBoost Regressor,0.48343479554181235,0.5317646188811367,0.5779155710517538,0.06694507598876953,0.0006568431854248047
AdaBoost Regressor,0.46701852782261866,0.5569148892027345,0.5962815326991845,0.0508732795715332,0.003558635711669922
Bagging Regressor,0.2545732265780922,0.6250155846463986,0.8339581058140315,0.015647172927856445,0.0009272098541259766
ExtraTrees Regressor,0.3142363510908621,0.6083802064389429,0.7672090325587108,0.06708478927612305,0.003848552703857422
HistGradientBoosting Regressor,0.5241663412767725,0.5386469370429512,0.5323465038554257,0.05171799659729004,0.0009090900421142578
Stacking Regressor,0.586785783868865,0.518828553366395,0.46229000254208397,0.058503150939941406,0.0005748271942138672
Voting Regressor,0.4865766001432402,0.5525462590824638,0.5744006269852604,0.0538637638092041,0.0009739398956298828
Custom MLP,0.4853838007148752,0.5736030439882956,0.5757350903924828,0.47612810134887695,1.7881393432617188e-05
FONN1,0.2768714140750459,0.6325262912450081,0.8090116524921565,6.075101613998413,0.0004703998565673828
Tree-based Predictions (FONN1),0.13073540866526745,0.6574074658294202,0.9725036420585004,0.005220890045166016,0.0007638931274414062
TREENN1,0.3900473918479498,0.5784179230983144,0.6823942201535396,1.2420623302459717,7.343292236328125e-05
Tree-based Predictions (TREENN1),0.18982387906075615,0.6420602057604576,0.9063974722730215,0.000640869140625,0.00017547607421875
FONN2,0.38304675211609684,0.5652905974146031,0.6902262976404562,3.405449151992798,0.000667572021484375
Tree-based Predictions (FONN2),0.13073540866526745,0.6574074658294202,0.9725036420585004,0.0071430206298828125,0.0010676383972167969
TREENN2,-0.7270731941881039,0.915519349723393,1.9321907140731232,0.9400665760040283,7.319450378417969e-05
Tree-based Predictions (TREENN2),0.18982387906075615,0.6420602057604576,0.9063974722730215,0.0006101131439208984,0.000164031982421875
Ensemble of 10 Trees,0.13073540866526745,0.6574074658294202,0.9725036420585004,0.0051898956298828125,0.0006668567657470703
