,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.21994367535223036,0.8487329827315329,1.0712938192953159,0.0004105567932128906,5.8650970458984375e-05
Ridge Regression,0.2196040029705424,0.8488363242839336,1.0717603098698933,0.00041675567626953125,5.3882598876953125e-05
Lasso Regression,-0.009072351332964468,0.9558983898249191,1.3858139970763292,0.0003910064697265625,5.3882598876953125e-05
ElasticNet Regression,-0.009072351332964468,0.9558983898249191,1.3858139970763292,0.0004048347473144531,5.030632019042969e-05
Bayesian Ridge Regression,0.21443011943586598,0.8503421003206174,1.0788658858101376,0.0008223056793212891,6.461143493652344e-05
ARD Regression,0.2165390905081449,0.848459273668775,1.0759695210177298,0.0009794235229492188,6.198883056640625e-05
SGD Regressor,0.22120796389159525,0.8476237326679122,1.069557503012464,0.0003883838653564453,5.14984130859375e-05
Passive Aggressive Regressor,-0.9723794090107218,1.2870443524938497,2.708776024773144,0.00034880638122558594,4.696846008300781e-05
Support Vector Regression,0.22342363419232747,0.8396945568631338,1.0665146023605883,0.002063274383544922,0.0005066394805908203
MLP Regressor,0.19846721202251816,0.8457788081157613,1.1007886156304807,0.16402626037597656,0.0002048015594482422
Random Forest Regressor,0.06445789225995446,0.9144979594678905,1.284830910338404,0.10231423377990723,0.002894163131713867
Gradient Boosting Regressor,0.03026736877958147,0.8921531479811109,1.3317866176708637,0.047217607498168945,0.00031566619873046875
XGBoost Regressor,0.15384593294204973,0.8530277667683102,1.162069447510848,0.0404512882232666,0.0006654262542724609
AdaBoost Regressor,0.13149243316893366,0.8872004459207414,1.1927687257422908,0.05025196075439453,0.0036478042602539062
Bagging Regressor,-0.09679805647821449,0.9855269889820072,1.5062924840084952,0.01823735237121582,0.0009720325469970703
ExtraTrees Regressor,0.06252113948688343,0.8996778336420301,1.287490758364418,0.07725238800048828,0.0033326148986816406
HistGradientBoosting Regressor,0.14169566603128847,0.88419337167307,1.1787560705571576,0.05433154106140137,0.0009224414825439453
Stacking Regressor,0.16551273685591883,0.8878685167589802,1.1460467905193776,0.05271458625793457,0.0005064010620117188
Voting Regressor,0.12211381469980032,0.8856174836547159,1.2056488930866789,0.0537714958190918,0.0008697509765625
Custom MLP,0.18198221664862546,0.874146952053178,1.1234283572711086,0.5420467853546143,2.09808349609375e-05
FONN1,-0.04811693092938607,0.9303082648058791,1.4394360439426475,6.431602954864502,0.0006544589996337891
Tree-based Predictions (FONN1),-0.05251268685675736,0.9388276983744535,1.4454729748761281,0.007118940353393555,0.0009417533874511719
TREENN1,-0.030764623026963367,0.8851312840191655,1.4156051747874376,1.2205448150634766,8.225440979003906e-05
Tree-based Predictions (TREENN1),-0.034324733775011884,0.9324432376938051,1.4204944687010705,0.0007052421569824219,0.00018334388732910156
FONN2,0.03458886749789869,0.9007334373725026,1.3258516682053667,3.622955799102783,0.0005095005035400391
Tree-based Predictions (FONN2),-0.05251268685675736,0.9388276983744535,1.4454729748761281,0.005635499954223633,0.0009126663208007812
TREENN2,0.017898823995528446,0.9162834506910345,1.348773013604281,0.9338223934173584,9.202957153320312e-05
Tree-based Predictions (TREENN2),-0.034324733775011884,0.9324432376938051,1.4204944687010705,0.0007102489471435547,0.0001881122589111328
Ensemble of 10 Trees,-0.05251268685675736,0.9388276983744535,1.4454729748761281,0.0059468746185302734,0.0007851123809814453
