,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.6162020442417597,0.5349069235657087,0.7580948796743858,0.00044345855712890625,6.532669067382812e-05
Ridge Regression,0.6151278714935211,0.5353363211987611,0.7602166337069641,0.0004165172576904297,5.817413330078125e-05
Lasso Regression,-0.0385095304793448,0.8443769941863002,2.0513104505573914,0.0004189014434814453,6.461143493652344e-05
ElasticNet Regression,0.11642440018000744,0.7691367188920584,1.7452780244892663,0.0003330707550048828,4.982948303222656e-05
Bayesian Ridge Regression,0.6141974425545569,0.5357057720438245,0.7620544585414821,0.0009675025939941406,7.152557373046875e-05
ARD Regression,0.6152937383145466,0.5343354094152674,0.7598890061470965,0.0007631778717041016,5.91278076171875e-05
SGD Regressor,0.6085853986685381,0.5390137486875219,0.7731396185082504,0.0003991127014160156,5.340576171875e-05
Passive Aggressive Regressor,0.35728959344668565,0.7819933023794382,1.2695103270128587,0.00029850006103515625,4.673004150390625e-05
Support Vector Regression,0.5258949276581114,0.5107142595280474,0.9364735334766647,0.0035393238067626953,0.0007929801940917969
MLP Regressor,0.7335800690082603,0.46236097211888216,0.5262445578403909,0.0902256965637207,0.00015997886657714844
Random Forest Regressor,0.6722541221613523,0.49935881544232485,0.6473783095926012,0.08522820472717285,0.002452373504638672
Gradient Boosting Regressor,0.6790109140918987,0.4881575550852681,0.6340319921129971,0.045151710510253906,0.0003273487091064453
XGBoost Regressor,0.6721635124606347,0.5060401367973312,0.6475572859241118,0.12333416938781738,0.0006663799285888672
AdaBoost Regressor,0.7015259672026259,0.47490106088314704,0.5895592526865506,0.04840421676635742,0.0033805370330810547
Bagging Regressor,0.6715101395375507,0.505789356774138,0.6488478573304376,0.014704704284667969,0.001009225845336914
ExtraTrees Regressor,0.6598956685076786,0.5182332765819804,0.6717892797267018,0.06535029411315918,0.0033097267150878906
HistGradientBoosting Regressor,0.588042750627773,0.48028975078271974,0.8137163752653055,0.06757783889770508,0.0009205341339111328
Stacking Regressor,0.6574769528652888,0.5041833386997671,0.6765668349908027,0.07616090774536133,0.0007169246673583984
Voting Regressor,0.6681132174958151,0.49141266910731807,0.6555576096046654,0.06580758094787598,0.0007789134979248047
Custom MLP,0.6144771133167302,0.49879482262405467,0.7615020403495211,0.4938971996307373,1.9311904907226562e-05
FONN1,0.5351742203021763,0.5463550348587856,0.9181446598208161,6.459140062332153,0.0006458759307861328
Tree-based Predictions (FONN1),0.6664674457503961,0.4899389243291331,0.6588084115294697,0.007063388824462891,0.0009622573852539062
TREENN1,0.5367618405464805,0.5372177722338848,0.9150087213406422,1.3976213932037354,0.00010156631469726562
Tree-based Predictions (TREENN1),0.6628081770556254,0.493080644924724,0.6660363626408243,0.0007927417755126953,0.00021648406982421875
FONN2,0.6662581256081748,0.48616741021627685,0.6592218700319185,3.4685089588165283,0.0006089210510253906
Tree-based Predictions (FONN2),0.6664674457503961,0.4899389243291331,0.6588084115294697,0.00611114501953125,0.0010449886322021484
TREENN2,0.4810166837173674,0.6251013010049419,1.0251190471637854,0.9491229057312012,0.00010061264038085938
Tree-based Predictions (TREENN2),0.6628081770556254,0.493080644924724,0.6660363626408243,0.0007789134979248047,0.00020885467529296875
Ensemble of 10 Trees,0.6664674457503961,0.4899389243291331,0.6588084115294697,0.006654500961303711,0.0009236335754394531
