,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5017474753142619,0.6184712767863534,0.5618331610913964,0.0005228519439697266,6.29425048828125e-05
Ridge Regression,0.5009768598344388,0.6193459738756677,0.5627021126963843,0.0003943443298339844,5.555152893066406e-05
Lasso Regression,-5.390441202002272e-05,0.9126836806976713,1.1276680368694196,0.00043082237243652344,6.651878356933594e-05
ElasticNet Regression,0.022667104931651916,0.902927120909285,1.1020476619183968,0.0003921985626220703,5.412101745605469e-05
Bayesian Ridge Regression,0.4965894199744959,0.6241268849638516,0.5676494217083454,0.0010833740234375,0.00010085105895996094
ARD Regression,0.4918944670767318,0.6257633280183638,0.5729434846524113,0.0010838508605957031,6.222724914550781e-05
SGD Regressor,0.49573761649616266,0.6243881156981418,0.56860992148938,0.0004067420959472656,5.2928924560546875e-05
Passive Aggressive Regressor,-0.10949734967264813,0.773323346361027,1.251077259633107,0.00031566619873046875,4.863739013671875e-05
Support Vector Regression,0.48565770256650875,0.6310126938044461,0.5799761055547766,0.0020973682403564453,0.0005316734313964844
MLP Regressor,0.5083668165108892,0.5893322805761099,0.5543691439422825,0.20984745025634766,0.00014972686767578125
Random Forest Regressor,0.5367269889293871,0.5712293015698323,0.5223900078023673,0.0817253589630127,0.002424478530883789
Gradient Boosting Regressor,0.4792555336502563,0.6037017890484343,0.5871952376652017,0.041628360748291016,0.0003657341003417969
XGBoost Regressor,0.3726500086447979,0.6399535923061515,0.707404400963274,0.04298758506774902,0.0006415843963623047
AdaBoost Regressor,0.5394598206019636,0.5961157409449193,0.5193084469847823,0.013729095458984375,0.0009484291076660156
Bagging Regressor,0.4905093032554152,0.5628705965260531,0.574505405425117,0.01507258415222168,0.0009529590606689453
ExtraTrees Regressor,0.4657610819489031,0.6075462134687601,0.6024116792905571,0.08080387115478516,0.004967451095581055
HistGradientBoosting Regressor,0.47072005999847055,0.6098596600088027,0.5968198996701154,0.08043789863586426,0.0015840530395507812
Stacking Regressor,0.48074622646162746,0.6379431661388912,0.5855143216378176,0.06696367263793945,0.0007045269012451172
Voting Regressor,0.5513666969159434,0.5645720809391751,0.5058821668822843,0.059931278228759766,0.0007762908935546875
Custom MLP,0.5326554520141796,0.5868512914123659,0.5269811023623279,0.5420331954956055,1.8835067749023438e-05
FONN1,0.40600259275172246,0.650291467423637,0.6697957851892162,6.390325307846069,0.0005655288696289062
Tree-based Predictions (FONN1),0.4823501056525048,0.6126857064884068,0.5837057758278638,0.005680561065673828,0.0007421970367431641
TREENN1,0.5233641717288926,0.597766628770545,0.5374580174096957,1.372570276260376,9.989738464355469e-05
Tree-based Predictions (TREENN1),0.47590221952829126,0.6153696943465009,0.5909764589936121,0.0007641315460205078,0.000202178955078125
FONN2,0.4021232830631276,0.6450120008398671,0.6741701229340583,3.5682525634765625,0.0005843639373779297
Tree-based Predictions (FONN2),0.4823501056525048,0.6126857064884068,0.5837057758278638,0.006254673004150391,0.0008306503295898438
TREENN2,0.55808839427041,0.5844253542224495,0.49830273218711313,0.9510724544525146,8.034706115722656e-05
Tree-based Predictions (TREENN2),0.47590221952829126,0.6153696943465009,0.5909764589936121,0.0006608963012695312,0.0001895427703857422
Ensemble of 10 Trees,0.4823501056525048,0.6126857064884068,0.5837057758278638,0.005232572555541992,0.0007593631744384766
