,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.740293353674152,0.3022853927338545,0.17092186991146394,0.0004208087921142578,5.9604644775390625e-05
Ridge Regression,0.7409453831683783,0.3014395281518597,0.17049274689144397,0.0003726482391357422,5.1975250244140625e-05
Lasso Regression,-0.09559492822790805,0.6958626030399189,0.7210486772189799,0.0003921985626220703,6.127357482910156e-05
ElasticNet Regression,0.4045479467647448,0.5121848156774467,0.3918874615703698,0.0003521442413330078,5.173683166503906e-05
Bayesian Ridge Regression,0.7411993236781359,0.3011049498002038,0.17032561991418685,0.0009479522705078125,6.389617919921875e-05
ARD Regression,0.7396794293179426,0.30316532575991373,0.17132591463050376,0.0007538795471191406,6.508827209472656e-05
SGD Regressor,0.7467462349247779,0.2947621515176997,0.16667500697870027,0.0004227161407470703,5.698204040527344e-05
Passive Aggressive Regressor,-0.32225598138917677,0.7265331626095463,0.8702221065112665,0.0003199577331542969,4.935264587402344e-05
Support Vector Regression,0.7290208664572889,0.30330953163055396,0.17834068117762578,0.0022211074829101562,0.0004916191101074219
MLP Regressor,0.7388548353341593,0.3166669530022312,0.1718686082720409,0.05822944641113281,0.00014162063598632812
Random Forest Regressor,0.7059552862956432,0.31945071031708716,0.1935209322324055,0.08736014366149902,0.002304553985595703
Gradient Boosting Regressor,0.745190822072221,0.2984997137365027,0.16769867763559135,0.042356014251708984,0.0002903938293457031
XGBoost Regressor,0.7251551766358815,0.3169402552104053,0.18088482451057566,0.14898371696472168,0.0006635189056396484
AdaBoost Regressor,0.6972242393906962,0.34224341631825034,0.19926713428148912,0.0538938045501709,0.00467228889465332
Bagging Regressor,0.6652684413155816,0.34288626136132366,0.22029834329667455,0.01776123046875,0.0013458728790283203
ExtraTrees Regressor,0.7214410957531937,0.31190403905028197,0.18332918879024418,0.07155179977416992,0.0035333633422851562
HistGradientBoosting Regressor,0.6344079813968448,0.34825407485326265,0.24060867262502064,0.05154061317443848,0.0008103847503662109
Stacking Regressor,0.7385648148139153,0.3056784698979776,0.17205948074424787,0.07756686210632324,0.0006244182586669922
Voting Regressor,0.7498847095156391,0.2990076504492535,0.16460946898293194,0.055341482162475586,0.0010945796966552734
Custom MLP,0.6505727155604601,0.3594352526987997,0.22997010549955593,0.5459163188934326,1.1444091796875e-05
FONN1,0.3589412660665292,0.4050178825670386,0.4219027856126111,6.300247669219971,0.0005316734313964844
Tree-based Predictions (FONN1),0.5359268707562421,0.37587115667106236,0.3054224762753521,0.0056400299072265625,0.0006818771362304688
TREENN1,0.4168537184180403,0.5188251932331526,0.38378861030321443,1.243283748626709,9.036064147949219e-05
Tree-based Predictions (TREENN1),0.5377029223302379,0.374293447745302,0.3042535956926593,0.0007402896881103516,0.0001964569091796875
FONN2,0.4494398586418611,0.4313771879505895,0.3623425514554772,3.4657633304595947,0.0005762577056884766
Tree-based Predictions (FONN2),0.5359268707562421,0.37587115667106236,0.3054224762753521,0.00666046142578125,0.0007390975952148438
TREENN2,0.6652297245672405,0.33935299966362525,0.22032382411942966,0.9280362129211426,8.893013000488281e-05
Tree-based Predictions (TREENN2),0.5377029223302379,0.374293447745302,0.3042535956926593,0.0007245540618896484,0.00018477439880371094
Ensemble of 10 Trees,0.5359268707562421,0.37587115667106236,0.3054224762753521,0.00618290901184082,0.0007789134979248047
