,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.7188977360451951,0.3534447661761949,0.3408122137544674,0.0004127025604248047,5.555152893066406e-05
Ridge Regression,0.7188572244722627,0.3535370362546513,0.3408613305373048,0.00035858154296875,4.839897155761719e-05
Lasso Regression,-0.0037028129012415256,0.7312151732791327,1.2169029619464615,0.00035572052001953125,5.340576171875e-05
ElasticNet Regression,0.2788541080187381,0.6040733669512999,0.8743271022733179,0.00033402442932128906,5.4836273193359375e-05
Bayesian Ridge Regression,0.7186479095966747,0.35382075424952725,0.34111510674357665,0.0007596015930175781,6.723403930664062e-05
ARD Regression,0.7157311983355028,0.35559933368080376,0.3446513672055786,0.0010263919830322266,6.151199340820312e-05
SGD Regressor,0.7202029796043566,0.35322278351347974,0.33922971868442375,0.0004210472106933594,5.984306335449219e-05
Passive Aggressive Regressor,0.1804448847247614,0.5892320442809448,0.9936397850415729,0.0004203319549560547,5.030632019042969e-05
Support Vector Regression,0.8133195121868063,0.3017890360042199,0.22633396622734991,0.001972675323486328,0.0004932880401611328
MLP Regressor,0.8571495747434922,0.3055448721076125,0.17319380136783608,0.1391923427581787,0.00013637542724609375
Random Forest Regressor,0.8337927670431111,0.3131388875555181,0.20151191317032274,0.08798861503601074,0.0024785995483398438
Gradient Boosting Regressor,0.7729246382314372,0.3274403425076674,0.2753092616354136,0.04939126968383789,0.0003910064697265625
XGBoost Regressor,0.6745326702060523,0.3783361765561469,0.3946010238809911,0.04851579666137695,0.0006453990936279297
AdaBoost Regressor,0.7253441496829705,0.39502372417002873,0.3329964940524716,0.026714801788330078,0.0014202594757080078
Bagging Regressor,0.8347771221297783,0.3363348313260697,0.20031846765520064,0.014523983001708984,0.0009992122650146484
ExtraTrees Regressor,0.8475546704037532,0.31872040255577977,0.1848267940829518,0.05462193489074707,0.0033016204833984375
HistGradientBoosting Regressor,0.7705838125035485,0.29388919924326756,0.2781473106326404,0.06225919723510742,0.0010426044464111328
Stacking Regressor,0.850065815228453,0.32025393518293344,0.18178224789280945,0.06254816055297852,0.0006041526794433594
Voting Regressor,0.8415244114936865,0.3160129746792642,0.19213796212456846,0.060919761657714844,0.001018524169921875
Custom MLP,0.7263557709573167,0.38186642695138084,0.3317699906400107,0.5264122486114502,1.9550323486328125e-05
FONN1,0.7509392174871853,0.3642201323979881,0.30196468521242387,6.38649320602417,0.0005233287811279297
Tree-based Predictions (FONN1),0.7121307312461964,0.3887890508931394,0.3490166225471502,0.005505084991455078,0.0007762908935546875
TREENN1,0.7470590474529564,0.378440953342817,0.3066690562142949,1.2705390453338623,7.796287536621094e-05
Tree-based Predictions (TREENN1),0.7056234869968344,0.390370056315917,0.35690609411121654,0.0005838871002197266,0.00017118453979492188
FONN2,-0.8009911869587811,0.851502426909469,2.183546246637109,3.5613903999328613,0.0004634857177734375
Tree-based Predictions (FONN2),0.7121307312461964,0.3887890508931394,0.3490166225471502,0.0049953460693359375,0.0006692409515380859
TREENN2,0.7291574616947216,0.3910843198705618,0.3283731826277355,0.8639800548553467,7.677078247070312e-05
Tree-based Predictions (TREENN2),0.7056234869968344,0.390370056315917,0.35690609411121654,0.0005948543548583984,0.0001647472381591797
Ensemble of 10 Trees,0.7121307312461964,0.3887890508931394,0.3490166225471502,0.004978179931640625,0.0006737709045410156
