,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.8091673140377014,0.33890313176573444,0.17380342045145405,0.00041675567626953125,6.079673767089844e-05
Ridge Regression,0.8095216742761122,0.33856127997777885,0.1734806821260082,0.0003948211669921875,5.078315734863281e-05
Lasso Regression,-0.010520212161401199,0.7402009487536226,0.9203447953548104,0.0003883838653564453,6.0558319091796875e-05
ElasticNet Regression,0.3261000675029324,0.5993679463516524,0.6137633745465075,0.0003352165222167969,5.5789947509765625e-05
Bayesian Ridge Regression,0.8103050547793346,0.3377539237939125,0.17276720785775876,0.0009164810180664062,7.581710815429688e-05
ARD Regression,0.8074911264262216,0.3409259266526597,0.17533003073168194,0.0012738704681396484,6.699562072753906e-05
SGD Regressor,0.8108432730850639,0.33474205318358946,0.17227701833905223,0.0003788471221923828,5.173683166503906e-05
Passive Aggressive Regressor,0.6718319748131467,0.45460689773098445,0.29888341702397003,0.0002911090850830078,4.553794860839844e-05
Support Vector Regression,0.7963246633436858,0.32540763278893275,0.18550003629599615,0.0022764205932617188,0.0004813671112060547
MLP Regressor,0.792960264792909,0.3341728960944811,0.18856420726303083,0.13759827613830566,0.00013756752014160156
Random Forest Regressor,0.7178594038606065,0.39059071026453024,0.25696332056515087,0.1052408218383789,0.0027277469635009766
Gradient Boosting Regressor,0.6173689409970232,0.4438776067545948,0.3484863533221867,0.046163082122802734,0.0003180503845214844
XGBoost Regressor,0.6761163687604861,0.4180946616645388,0.29498134794783604,0.046642303466796875,0.0006148815155029297
AdaBoost Regressor,0.7461885292986628,0.36968986328730363,0.23116219077072345,0.018253564834594727,0.001943826675415039
Bagging Regressor,0.666292907988279,0.40844868917711635,0.30392819620011907,0.018035173416137695,0.0013263225555419922
ExtraTrees Regressor,0.730327741403854,0.37488022357142414,0.2456076154277834,0.07103300094604492,0.0028798580169677734
HistGradientBoosting Regressor,0.6093227732992132,0.44077081394002793,0.3558145081419624,0.07910823822021484,0.0009491443634033203
Stacking Regressor,0.7796991413411913,0.3507867471040514,0.20064195276724103,0.06517243385314941,0.0009489059448242188
Voting Regressor,0.7568168958798873,0.3672387387955205,0.2214822637901132,0.07096385955810547,0.0009622573852539062
Custom MLP,0.6848200460236122,0.4390895240648108,0.28705435749958685,0.4857516288757324,1.8596649169921875e-05
FONN1,0.44964105963450995,0.5334127236008277,0.5012467640394563,6.497950792312622,0.0006282329559326172
Tree-based Predictions (FONN1),0.5755053233202028,0.47933086625389454,0.3866142028989663,0.00739598274230957,0.0009646415710449219
TREENN1,0.4630681025212201,0.5573794275958923,0.48901790519124194,1.3459217548370361,8.440017700195312e-05
Tree-based Predictions (TREENN1),0.5743964100011303,0.479805383314914,0.38762416053209964,0.0006804466247558594,0.0001819133758544922
FONN2,0.5484260044639424,0.5099500749677198,0.4112770546372866,3.3834073543548584,0.0004756450653076172
Tree-based Predictions (FONN2),0.5755053233202028,0.47933086625389454,0.3866142028989663,0.005918025970458984,0.0007326602935791016
TREENN2,0.4360713623036552,0.5212005769260636,0.5136055473301735,0.9014477729797363,9.131431579589844e-05
Tree-based Predictions (TREENN2),0.5743964100011303,0.479805383314914,0.38762416053209964,0.0006704330444335938,0.0001780986785888672
Ensemble of 10 Trees,0.5755053233202028,0.47933086625389454,0.3866142028989663,0.005945682525634766,0.0007598400115966797
