,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.15352019441354758,0.749903531377265,0.910031350701609,0.0005571842193603516,6.818771362304688e-05
Ridge Regression,0.15340625369703553,0.7500432830027792,0.9101538457965457,0.0004246234893798828,5.650520324707031e-05
Lasso Regression,-0.0007700940284149915,0.8120334133472377,1.0759053605295257,0.0004017353057861328,8.440017700195312e-05
ElasticNet Regression,-0.0007700940284149915,0.8120334133472377,1.0759053605295257,0.00037670135498046875,5.555152893066406e-05
Bayesian Ridge Regression,0.15053038811243058,0.7526644473005751,0.9132456240352258,0.001041412353515625,9.083747863769531e-05
ARD Regression,0.1615168936506023,0.7508741687602024,0.9014342796789758,0.001009225845336914,6.532669067382812e-05
SGD Regressor,0.15378378577628316,0.7506820157678712,0.9097479695715686,0.0004048347473144531,5.5789947509765625e-05
Passive Aggressive Regressor,-2.9011554943683997,1.5284392377856968,4.194044300179696,0.00033855438232421875,7.867813110351562e-05
Support Vector Regression,0.13713118990883577,0.7462913045974345,0.9276507998693829,0.002116680145263672,0.0005548000335693359
MLP Regressor,0.16850213023163252,0.7265458082384205,0.8939246093491549,0.22625088691711426,0.00018405914306640625
Random Forest Regressor,-0.0024386979485677696,0.8176922172569321,1.0776992389767386,0.12204980850219727,0.004564762115478516
Gradient Boosting Regressor,0.015282922837599466,0.7974025180715314,1.0586471240955284,0.04810333251953125,0.0002796649932861328
XGBoost Regressor,-0.05678955883010284,0.8428363840434289,1.1361306238879845,0.051384925842285156,0.0006430149078369141
AdaBoost Regressor,0.09124274776352848,0.7685242134421225,0.9769844292265001,0.05161595344543457,0.0033037662506103516
Bagging Regressor,-0.1860450653069008,0.876426521787229,1.275090304164359,0.014614343643188477,0.0008642673492431641
ExtraTrees Regressor,-0.07694092177956025,0.8297322413845353,1.157794899777789,0.0649862289428711,0.0040493011474609375
HistGradientBoosting Regressor,0.17375746186179708,0.7583081183023975,0.8882747208223162,0.07119870185852051,0.0008223056793212891
Stacking Regressor,0.07019775054810662,0.7714258235736263,0.9996094311640165,0.06472325325012207,0.0009694099426269531
Voting Regressor,0.06828854502909032,0.7734541750408824,1.0016619749645548,0.07271575927734375,0.0008282661437988281
Custom MLP,-0.023361768025421004,0.8398920809159979,1.1001931597970604,0.4883129596710205,1.71661376953125e-05
FONN1,0.10391871467954361,0.7529200697127393,0.9633567830406137,6.370914459228516,0.0005125999450683594
Tree-based Predictions (FONN1),0.11247867986225502,0.7675730721467253,0.9541541575015616,0.006089687347412109,0.0007922649383544922
TREENN1,0.17388436754354386,0.7144917550522507,0.888138287385618,1.2654190063476562,9.942054748535156e-05
Tree-based Predictions (TREENN1),0.11154250236933327,0.7681114673136537,0.9551606208132171,0.0008361339569091797,0.00022149085998535156
FONN2,0.07587039583930022,0.7844632151317129,0.9935108981307097,3.563666582107544,0.0006341934204101562
Tree-based Predictions (FONN2),0.11247867986225502,0.7675730721467253,0.9541541575015616,0.007539987564086914,0.0011696815490722656
TREENN2,0.07009641250433862,0.7648498729971533,0.9997183774096788,0.9568796157836914,0.00010180473327636719
Tree-based Predictions (TREENN2),0.11154250236933327,0.7681114673136537,0.9551606208132171,0.0008640289306640625,0.0002238750457763672
Ensemble of 10 Trees,0.11247867986225502,0.7675730721467253,0.9541541575015616,0.0070531368255615234,0.0009334087371826172
