,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5746897120901686,0.4143757345611287,0.3014813060006072,0.0005991458892822266,7.295608520507812e-05
Ridge Regression,0.5752379104496026,0.41415274840764293,0.30109271545378125,0.00041103363037109375,5.817413330078125e-05
Lasso Regression,-0.005423517607763939,0.6153442006296505,0.7126947167484832,0.00040984153747558594,6.031990051269531e-05
ElasticNet Regression,0.30979895402279123,0.49821140048237605,0.4892491873798946,0.0003752708435058594,6.29425048828125e-05
Bayesian Ridge Regression,0.5759275574982825,0.4138605394611735,0.3006038589675268,0.0008137226104736328,7.462501525878906e-05
ARD Regression,0.5764272728936114,0.41296688265123377,0.3002496355821656,0.0012106895446777344,7.343292236328125e-05
SGD Regressor,0.5703954000177274,0.4186961505299742,0.30452533020781897,0.0003898143768310547,5.435943603515625e-05
Passive Aggressive Regressor,-0.8912070566952668,0.9869785506812923,1.340582604225487,0.00032806396484375,4.792213439941406e-05
Support Vector Regression,0.6231482062774016,0.38857043336273744,0.26713149004344616,0.002154827117919922,0.0005004405975341797
MLP Regressor,0.6094028197955859,0.39221318685008133,0.2768749107549138,0.058519601821899414,0.00012564659118652344
Random Forest Regressor,0.5434452941166736,0.43070488746500035,0.3236289196456247,0.07779979705810547,0.0027408599853515625
Gradient Boosting Regressor,0.5191162448315154,0.436226043761835,0.34087457243311997,0.04193711280822754,0.00023174285888671875
XGBoost Regressor,0.44076798895000024,0.48426314736789927,0.39641175358646347,0.11543512344360352,0.0006654262542724609
AdaBoost Regressor,0.519159638072372,0.44803186228750724,0.3408438131232775,0.02381753921508789,0.0014116764068603516
Bagging Regressor,0.5323857690892806,0.4413313033371404,0.3314684667804726,0.01831531524658203,0.0009760856628417969
ExtraTrees Regressor,0.524361899546057,0.44537112199556556,0.33715618875154885,0.08608746528625488,0.005054473876953125
HistGradientBoosting Regressor,0.5763891734004629,0.3999719642537658,0.30027664241759583,0.09397149085998535,0.0010678768157958984
Stacking Regressor,0.5941797298011584,0.4005385571725142,0.28766580197797725,0.05741000175476074,0.0006630420684814453
Voting Regressor,0.585661481902655,0.41576612622362913,0.2937039641722155,0.054505348205566406,0.0008909702301025391
Custom MLP,0.36823397249426637,0.5258384960984622,0.44782750964073564,0.46541428565979004,1.3589859008789062e-05
FONN1,0.38396676001272645,0.47432595377191017,0.4366753191978349,6.3579185009002686,0.0006697177886962891
Tree-based Predictions (FONN1),0.4519116635000343,0.4383935068763308,0.3885125570410409,0.006796360015869141,0.0009398460388183594
TREENN1,0.10485919761727791,0.5670618209425071,0.6345207859490771,1.322861909866333,0.00010085105895996094
Tree-based Predictions (TREENN1),0.4467088658402145,0.4388934569848253,0.39220056148844784,0.0007555484771728516,0.0002052783966064453
FONN2,-0.5049740066722601,0.8254210522879546,1.0668012082621228,3.4106152057647705,0.0004825592041015625
Tree-based Predictions (FONN2),0.4519116635000343,0.4383935068763308,0.3885125570410409,0.004923343658447266,0.0007402896881103516
TREENN2,0.4472454484152495,0.47422167256949166,0.3918202047933542,0.869779109954834,0.00010347366333007812
Tree-based Predictions (TREENN2),0.4467088658402145,0.4388934569848253,0.39220056148844784,0.0006101131439208984,0.0001964569091796875
Ensemble of 10 Trees,0.4519116635000343,0.4383935068763308,0.3885125570410409,0.005045413970947266,0.0007033348083496094
