,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.37235815217715207,0.5298704996353855,0.5671127506945871,0.00042128562927246094,5.984306335449219e-05
Ridge Regression,0.3730152913707586,0.5299188900800186,0.5665189852900525,0.00034928321838378906,4.744529724121094e-05
Lasso Regression,-0.07255015816913368,0.7822487278829487,0.9691145875105712,0.0003948211669921875,5.340576171875e-05
ElasticNet Regression,0.031160756194256845,0.7295151506917791,0.8754054409237204,0.0003635883331298828,5.435943603515625e-05
Bayesian Ridge Regression,0.3751764857826074,0.530097304534854,0.5645662141165866,0.0008630752563476562,7.224082946777344e-05
ARD Regression,0.364161952876919,0.5317241107586897,0.5745185174491777,0.0009784698486328125,6.794929504394531e-05
SGD Regressor,0.38086797707867914,0.5292955391755937,0.559423604050566,0.0003941059112548828,5.4836273193359375e-05
Passive Aggressive Regressor,-0.5259125761463559,0.9600337621384205,1.3787552270129588,0.00030684471130371094,4.792213439941406e-05
Support Vector Regression,0.35739337813542194,0.5232116300245762,0.5806343382046729,0.0024764537811279297,0.000484466552734375
MLP Regressor,0.35576545615361976,0.5216533283919816,0.5821052651612141,0.1694200038909912,0.00014138221740722656
Random Forest Regressor,0.3943005280412657,0.5106364419545941,0.5472864736924452,0.10344505310058594,0.002732515335083008
Gradient Boosting Regressor,0.3789406670221397,0.5366713551055667,0.5611650464215564,0.043433427810668945,0.0002665519714355469
XGBoost Regressor,0.3431757158416556,0.5517534301371523,0.5934808646111471,0.037201642990112305,0.002531766891479492
AdaBoost Regressor,0.4833379395484957,0.48440333350023634,0.46683573330643596,0.032776594161987305,0.0023298263549804688
Bagging Regressor,0.3961128971694371,0.5077653899653185,0.5456488874717105,0.01834702491760254,0.001485586166381836
ExtraTrees Regressor,0.37531682975786207,0.5348243852662314,0.5644394047616557,0.06742262840270996,0.002891063690185547
HistGradientBoosting Regressor,0.3383196179086375,0.5512702343362403,0.5978686457414033,0.06469511985778809,0.0009617805480957031
Stacking Regressor,0.4168646067806514,0.5145155155247219,0.5268984501641064,0.06682920455932617,0.0005614757537841797
Voting Regressor,0.425863944118265,0.5007451513024769,0.5187669991309003,0.06267595291137695,0.0009717941284179688
Custom MLP,0.2167724789633072,0.6091318265210548,0.7076939108116815,0.46695637702941895,1.3828277587890625e-05
FONN1,0.2197401043045868,0.6022298939252624,0.7050124800304773,6.087467670440674,0.00046133995056152344
Tree-based Predictions (FONN1),0.2646779005099793,0.5766289880603368,0.6644084360130268,0.005656003952026367,0.0007452964782714844
TREENN1,0.22381544917629204,0.5971201695851888,0.7013301569855134,1.2367572784423828,9.250640869140625e-05
Tree-based Predictions (TREENN1),0.2683628241062618,0.5707223727006578,0.6610788824403386,0.0007956027984619141,0.00019168853759765625
FONN2,0.25202242181748724,0.5755791749973375,0.6758434341055721,3.27394962310791,0.0004642009735107422
Tree-based Predictions (FONN2),0.2646779005099793,0.5766289880603368,0.6644084360130268,0.005780696868896484,0.0006875991821289062
TREENN2,0.039981987070070946,0.6897582934611057,0.8674349199588612,0.8259999752044678,8.893013000488281e-05
Tree-based Predictions (TREENN2),0.2683628241062618,0.5707223727006578,0.6610788824403386,0.0007596015930175781,0.00018978118896484375
Ensemble of 10 Trees,0.2646779005099793,0.5766289880603368,0.6644084360130268,0.006479978561401367,0.0008003711700439453
