,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.6718873386266693,0.42072305219382433,0.39833932568783625,0.0004551410675048828,6.604194641113281e-05
Ridge Regression,0.6714422469687849,0.4203484380812663,0.39887968127828755,0.0004010200500488281,5.6743621826171875e-05
Lasso Regression,-0.005900456060504045,0.7126981702605646,1.2211955116243391,0.00037288665771484375,5.984306335449219e-05
ElasticNet Regression,0.20606410345962545,0.609604905687815,0.9638637178570216,0.000362396240234375,5.364418029785156e-05
Bayesian Ridge Regression,0.6706062472381777,0.4198131539742047,0.3998946118438177,0.0009529590606689453,6.890296936035156e-05
ARD Regression,0.6715940784552445,0.41956524676022766,0.3986953529695861,0.001005411148071289,8.606910705566406e-05
SGD Regressor,0.6703171353859623,0.42490810089963277,0.40024560293260364,0.00043392181396484375,7.176399230957031e-05
Passive Aggressive Regressor,-0.4756631399097373,0.9683726939013731,1.791502521218518,0.00043582916259765625,5.9604644775390625e-05
Support Vector Regression,0.7276099856177329,0.3569542499659359,0.33069023974565687,0.0020301342010498047,0.0004699230194091797
MLP Regressor,0.8282690478735233,0.3320320484948067,0.20848690015030014,0.12326812744140625,0.00015854835510253906
Random Forest Regressor,0.7994257336767686,0.35345357659318705,0.24350361142150828,0.09836816787719727,0.0025060176849365234
Gradient Boosting Regressor,0.8155779078693688,0.3526014840113417,0.22389435236596686,0.03957486152648926,0.0002846717834472656
XGBoost Regressor,0.7862976305191942,0.35216652473401533,0.2594415509617275,0.03231096267700195,0.0037894248962402344
AdaBoost Regressor,0.7517128143610251,0.3991373943650773,0.301428630307647,0.05442667007446289,0.003195047378540039
Bagging Regressor,0.7840025749646949,0.3617649870096905,0.26222782223260405,0.015587568283081055,0.0016608238220214844
ExtraTrees Regressor,0.817016973851053,0.34405242659879864,0.22214727997209727,0.07329726219177246,0.004506826400756836
HistGradientBoosting Regressor,0.742158667339906,0.37923735406472375,0.31302767213061633,0.0575718879699707,0.0010921955108642578
Stacking Regressor,0.7620321436496631,0.3748537619949819,0.2889006325974041,0.07187771797180176,0.0007634162902832031
Voting Regressor,0.7849607176683912,0.3544418824367027,0.2610646061686289,0.06566143035888672,0.0013251304626464844
Custom MLP,0.5205377632635786,0.5284361745407424,0.5820825788159955,0.49021482467651367,1.9073486328125e-05
FONN1,0.7113445600880921,0.40506486947831066,0.3504369895674529,6.4075398445129395,0.0005457401275634766
Tree-based Predictions (FONN1),0.8029490546572091,0.34390721570351546,0.23922618641250024,0.00618290901184082,0.0008070468902587891
TREENN1,0.6103173451000623,0.43010591211219384,0.4730872784225445,1.290640115737915,0.00010395050048828125
Tree-based Predictions (TREENN1),0.7495531208161548,0.35871766917666753,0.3040505677444873,0.0008232593536376953,0.00021696090698242188
FONN2,0.25201109545878086,0.6801918180571846,0.9080825915398534,3.4551782608032227,0.0005354881286621094
Tree-based Predictions (FONN2),0.8029490546572091,0.34390721570351546,0.23922618641250024,0.005948305130004883,0.0011112689971923828
TREENN2,0.702128863495663,0.3809411380189445,0.36162514168266513,1.014890193939209,9.870529174804688e-05
Tree-based Predictions (TREENN2),0.7495531208161548,0.35871766917666753,0.3040505677444873,0.0007884502410888672,0.00020933151245117188
Ensemble of 10 Trees,0.8029490546572091,0.34390721570351546,0.23922618641250024,0.006214141845703125,0.0007138252258300781
