,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.3189632202885675,0.6767778158566353,0.7277435050896061,0.00047707557678222656,6.461143493652344e-05
Ridge Regression,0.3188815813867557,0.6771994141463327,0.7278307429339136,0.0003783702850341797,5.5789947509765625e-05
Lasso Regression,-0.011586294167842848,0.931075231489146,1.0809626988578238,0.00038504600524902344,5.340576171875e-05
ElasticNet Regression,0.0521305805947353,0.8969232180721726,1.01287600639942,0.00033974647521972656,5.221366882324219e-05
Bayesian Ridge Regression,0.31861697517343723,0.6783210755007747,0.728113496316529,0.0009260177612304688,7.581710815429688e-05
ARD Regression,0.3184106924096415,0.6773190814342404,0.7283339263227144,0.0010411739349365234,6.890296936035156e-05
SGD Regressor,0.3186237643120031,0.6774134944581287,0.7281062415666482,0.0003819465637207031,6.0558319091796875e-05
Passive Aggressive Regressor,0.08273179530924546,0.7542137459025914,0.9801761054252415,0.00033211708068847656,5.269050598144531e-05
Support Vector Regression,0.18687594278623765,0.6470189893746419,0.8688895652892024,0.0019345283508300781,0.0004868507385253906
MLP Regressor,0.30764845035656097,0.6887107442451769,0.739834262262941,0.017760515213012695,0.00013685226440429688
Random Forest Regressor,-0.16264191239849501,0.8304265261586685,1.2423779826567862,0.06395459175109863,0.002201557159423828
Gradient Boosting Regressor,0.07337760491680456,0.7546031669575605,0.9901718229933218,0.027812957763671875,0.00023031234741210938
XGBoost Regressor,-0.37533017193217555,0.8677951051150186,1.46965278498102,0.030597209930419922,0.0006327629089355469
AdaBoost Regressor,0.30223184537776704,0.7276214907895293,0.7456223477384767,0.012029886245727539,0.0013370513916015625
Bagging Regressor,-0.19169771553217774,0.8495282451099623,1.2734264849486292,0.012480497360229492,0.0008423328399658203
ExtraTrees Regressor,-0.23067975226536896,0.8433793772177268,1.3150819797660527,0.06443119049072266,0.0052242279052734375
HistGradientBoosting Regressor,0.18222579128448146,0.7430648611612851,0.8738586325318256,0.1178898811340332,0.0009293556213378906
Stacking Regressor,0.32446708790261636,0.6765340080218438,0.721862172350581,0.05539226531982422,0.0005896091461181641
Voting Regressor,0.1314044349725646,0.745255459681503,0.9281654087260766,0.039732933044433594,0.0008447170257568359
Custom MLP,0.31836289702777076,0.674885808654363,0.7283849995977062,0.44205451011657715,1.4066696166992188e-05
FONN1,0.20190767139137755,0.7170718629042266,0.8528269337419085,6.271317720413208,0.0005071163177490234
Tree-based Predictions (FONN1),0.23416564791802763,0.7034251614114924,0.8183566472552527,0.004063606262207031,0.0007860660552978516
TREENN1,0.2093730113536194,0.7185929758099409,0.8448496073585825,1.2516274452209473,0.00011086463928222656
Tree-based Predictions (TREENN1),0.23416564791802752,0.7034251614114925,0.8183566472552528,0.000553131103515625,0.00018334388732910156
FONN2,-2.013345328085596,1.3504918399472876,3.2200059621384765,3.3211147785186768,0.0004601478576660156
Tree-based Predictions (FONN2),0.23416564791802763,0.7034251614114924,0.8183566472552527,0.0036940574645996094,0.0006630420684814453
TREENN2,0.3369917998720172,0.6704558753480031,0.7084784931420783,0.8978571891784668,8.463859558105469e-05
Tree-based Predictions (TREENN2),0.23416564791802752,0.7034251614114925,0.8183566472552528,0.0005030632019042969,0.00017595291137695312
Ensemble of 10 Trees,0.23416564791802763,0.7034251614114924,0.8183566472552527,0.0039501190185546875,0.0006783008575439453
