,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.3278852604988046,0.6083893252476854,0.7227884035605933,0.0003941059112548828,5.555152893066406e-05
Ridge Regression,0.32757471228301005,0.6086223365105188,0.7231223653619508,0.00037097930908203125,5.0067901611328125e-05
Lasso Regression,-0.001967369558070864,0.7778934409966455,1.0775100632373456,0.0003337860107421875,4.792213439941406e-05
ElasticNet Regression,-0.001967369558070864,0.7778934409966455,1.0775100632373456,0.0003311634063720703,4.76837158203125e-05
Bayesian Ridge Regression,0.3222138299064098,0.6123744887584085,0.7288874280617135,0.00067901611328125,6.270408630371094e-05
ARD Regression,0.32332381897576645,0.6101077394722814,0.7276937520712041,0.0010859966278076172,6.866455078125e-05
SGD Regressor,0.32701303922983593,0.6093875805196804,0.7237263853983631,0.00038743019104003906,5.4836273193359375e-05
Passive Aggressive Regressor,-0.7728864934156381,1.1249709840078714,1.9065521449820075,0.00030684471130371094,5.1021575927734375e-05
Support Vector Regression,0.2988092609309366,0.6372851994594256,0.7540565696555439,0.002185344696044922,0.0005190372467041016
MLP Regressor,0.3286403723379778,0.619069301475648,0.7219763605437258,0.14773082733154297,0.0001499652862548828
Random Forest Regressor,0.2661863142305596,0.6306961400290388,0.7891391027101041,0.10441732406616211,0.003949642181396484
Gradient Boosting Regressor,0.12946345607861698,0.6843686826264904,0.9361700939471417,0.05401206016540527,0.0003275871276855469
XGBoost Regressor,0.2116249513777515,0.6681312877801515,0.847814084874219,0.08516669273376465,0.0011780261993408203
AdaBoost Regressor,0.25998970946117683,0.6483115397243442,0.7958028965618534,0.05301380157470703,0.003529071807861328
Bagging Regressor,0.23154203670341267,0.618088259809101,0.8263953635457767,0.01917743682861328,0.001499176025390625
ExtraTrees Regressor,0.27999206754965,0.6395402722749285,0.7742924733847864,0.06763410568237305,0.003405332565307617
HistGradientBoosting Regressor,0.2911060740446396,0.6006302366009898,0.762340533426384,0.0765681266784668,0.0014078617095947266
Stacking Regressor,0.31821528218531403,0.6128004393532368,0.7331874437495653,0.07141900062561035,0.0005803108215332031
Voting Regressor,0.2843638152794211,0.6106431683082483,0.7695911205105496,0.05766797065734863,0.0009202957153320312
Custom MLP,0.20716402773147125,0.6818919419810184,0.8526113370265725,0.47113966941833496,1.4066696166992188e-05
FONN1,0.13083173572250206,0.7209925034345599,0.9346986537282259,6.390803337097168,0.0005388259887695312
Tree-based Predictions (FONN1),0.1391813462616056,0.7189966819229109,0.9257195296036901,0.007704496383666992,0.00171661376953125
TREENN1,0.11924789339206565,0.7382199631807328,0.9471558524965903,1.2045786380767822,9.083747863769531e-05
Tree-based Predictions (TREENN1),0.14324254441694695,0.7180618980215048,0.9213521399918794,0.0007715225219726562,0.00021123886108398438
FONN2,0.08364481148336911,0.7536875953710935,0.9854432061614149,3.717477560043335,0.0005042552947998047
Tree-based Predictions (FONN2),0.1391813462616056,0.7189966819229109,0.9257195296036901,0.0061757564544677734,0.0008955001831054688
TREENN2,0.05172954626726811,0.8008164303928748,1.0197647025354988,0.88741135597229,9.250640869140625e-05
Tree-based Predictions (TREENN2),0.14324254441694695,0.7180618980215048,0.9213521399918794,0.0008172988891601562,0.00019216537475585938
Ensemble of 10 Trees,0.1391813462616056,0.7189966819229109,0.9257195296036901,0.0065364837646484375,0.0008018016815185547
