,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.11997978361826633,0.7011484399774008,0.7833421757582401,0.000446319580078125,6.508827209472656e-05
Ridge Regression,0.12044630936627776,0.7009836992138841,0.7829269020091925,0.0004336833953857422,6.723403930664062e-05
Lasso Regression,-0.016391136322974953,0.7525372823092887,0.9047315383528219,0.0004210472106933594,6.008148193359375e-05
ElasticNet Regression,-0.005985987374077073,0.7480561107472126,0.8954694874760468,0.00040435791015625,5.9604644775390625e-05
Bayesian Ridge Regression,0.12416754477068659,0.699632963143266,0.7796144773808317,0.0008375644683837891,7.05718994140625e-05
ARD Regression,0.12265916793588838,0.7010261907274908,0.7809571456169005,0.0013272762298583984,7.915496826171875e-05
SGD Regressor,0.12173628215544674,0.7004809127371504,0.7817786441936034,0.0005171298980712891,6.270408630371094e-05
Passive Aggressive Regressor,-3.9241536819042064,1.6047669485226426,4.383191643949209,0.0003483295440673828,5.435943603515625e-05
Support Vector Regression,0.17738568682496358,0.6736161375069901,0.7322428211272837,0.002323150634765625,0.0005602836608886719
MLP Regressor,0.15899482890619243,0.676687407626145,0.748613279882633,0.14202523231506348,0.0001583099365234375
Random Forest Regressor,0.16314258980671548,0.6678929757020172,0.7449211873740091,0.10228538513183594,0.002965688705444336
Gradient Boosting Regressor,0.26507800885788124,0.6432730311307261,0.6541842799030894,0.041510581970214844,0.0003399848937988281
XGBoost Regressor,-0.0016263657229202977,0.7102226923001967,0.8915888090028394,0.0489046573638916,0.0006544589996337891
AdaBoost Regressor,0.1771045261783042,0.6837408955200022,0.7324930937785158,0.04856228828430176,0.0034906864166259766
Bagging Regressor,0.06936888469430824,0.713525485811756,0.8283930177072802,0.015648365020751953,0.0010526180267333984
ExtraTrees Regressor,0.10235034538945453,0.6787642399588125,0.7990348635425426,0.07223033905029297,0.005011796951293945
HistGradientBoosting Regressor,0.19852135065993615,0.6558408977057757,0.7134290977759552,0.06094765663146973,0.0011491775512695312
Stacking Regressor,0.14250628084705919,0.6943431795705612,0.763290414420339,0.07172751426696777,0.0007102489471435547
Voting Regressor,0.19870786084818615,0.6701577100471554,0.7132630773892128,0.06186389923095703,0.0010144710540771484
Custom MLP,0.1160956809114373,0.706863166078105,0.7867995752686122,0.5183639526367188,1.2874603271484375e-05
FONN1,0.17809930609456515,0.6866817873424329,0.731607599275664,6.442580938339233,0.0004951953887939453
Tree-based Predictions (FONN1),0.15112318297249316,0.6870417849266934,0.7556201555631206,0.0051538944244384766,0.0007073879241943359
TREENN1,0.11313631601326701,0.6951870470494386,0.7894338276358212,1.2362399101257324,8.368492126464844e-05
Tree-based Predictions (TREENN1),0.15112318297249316,0.6870417849266937,0.7556201555631206,0.0006549358367919922,0.0002300739288330078
FONN2,0.12379638879799892,0.7033303172646573,0.77994485857183,3.6885733604431152,0.0006177425384521484
Tree-based Predictions (FONN2),0.15112318297249316,0.6870417849266934,0.7556201555631206,0.0066831111907958984,0.0011124610900878906
TREENN2,0.11886508903346871,0.687307768934624,0.7843344112377287,0.9952867031097412,8.678436279296875e-05
Tree-based Predictions (TREENN2),0.15112318297249316,0.6870417849266937,0.7556201555631206,0.0006721019744873047,0.0001881122589111328
Ensemble of 10 Trees,0.15112318297249316,0.6870417849266934,0.7556201555631206,0.005813121795654297,0.0008382797241210938
