,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.06697696106638595,0.5981546997526993,0.6457330391980419,0.00048422813415527344,6.604194641113281e-05
Ridge Regression,0.06762617236410207,0.5978542419312125,0.6452837285520422,0.0003428459167480469,5.221366882324219e-05
Lasso Regression,-0.06001223238865672,0.659573041346205,0.7336205986829125,0.00034809112548828125,4.9114227294921875e-05
ElasticNet Regression,-0.06001223238865672,0.659573041346205,0.7336205986829125,0.0003407001495361328,5.245208740234375e-05
Bayesian Ridge Regression,0.07420620741482642,0.5946545441249856,0.6407297723751506,0.0010221004486083984,7.748603820800781e-05
ARD Regression,0.0696138861051755,0.5951085556496337,0.6439080578756288,0.0007917881011962891,5.793571472167969e-05
SGD Regressor,0.05823840173960282,0.6025858968144359,0.6517808817880227,0.0003857612609863281,5.125999450683594e-05
Passive Aggressive Regressor,-2.3822473269808238,1.1976764446529597,2.340809127572012,0.00032401084899902344,4.887580871582031e-05
Support Vector Regression,0.18308447883557,0.5480668218443601,0.5653765450984676,0.002138376235961914,0.0005080699920654297
MLP Regressor,-0.07458728713483809,0.5986387073461692,0.7437078033981214,0.23331832885742188,0.00018906593322753906
Random Forest Regressor,-0.5393119345051185,0.7220267583897605,1.0653376521954574,0.11369562149047852,0.004763603210449219
Gradient Boosting Regressor,-0.3764196008644425,0.6942432604061218,0.9526019990822452,0.04304814338684082,0.0003006458282470703
XGBoost Regressor,-0.7612956922618606,0.7897694424061631,1.2189697068901562,0.029922962188720703,0.0005981922149658203
AdaBoost Regressor,-0.3281937937332222,0.6851084878128024,0.9192255488691684,0.048288583755493164,0.003262042999267578
Bagging Regressor,-0.535321128297938,0.7315687535649285,1.0625756674282234,0.017012357711791992,0.0009067058563232422
ExtraTrees Regressor,-0.4928995663156097,0.7233908483192973,1.0332162593500636,0.06831526756286621,0.0029850006103515625
HistGradientBoosting Regressor,-0.14560369806936535,0.6432148785585274,0.7928573323509129,0.09292173385620117,0.0008995532989501953
Stacking Regressor,0.08722090680485373,0.5877652346265573,0.631722469188965,0.06825804710388184,0.0006620883941650391
Voting Regressor,-0.1264918047547232,0.6320951705992942,0.7796302410145642,0.06697201728820801,0.0009920597076416016
Custom MLP,1.4146453155006178e-05,0.6172455238388336,0.6920771271670564,0.4882164001464844,1.430511474609375e-05
FONN1,-0.6210625396526572,0.7290507561321894,1.1219161765355787,6.4092934131622314,0.0006158351898193359
Tree-based Predictions (FONN1),-0.8789486279773908,0.7180890761256814,1.3003957645328408,0.0075032711029052734,0.0008955001831054688
TREENN1,-0.913833530067139,0.7760083315894417,1.3245391488958738,1.2765090465545654,0.00010943412780761719
Tree-based Predictions (TREENN1),-0.6124092683834017,0.6785781950734988,1.1159273606944524,0.0008530616760253906,0.00020885467529296875
FONN2,-0.5285283578922708,0.6930877908013761,1.0578744798952346,3.552896499633789,0.0005252361297607422
Tree-based Predictions (FONN2),-0.8789486279773908,0.7180890761256814,1.3003957645328408,0.006457805633544922,0.0009398460388183594
TREENN2,-1.1794364557285317,0.8978432672710178,1.5083594590601823,0.9311437606811523,8.893013000488281e-05
Tree-based Predictions (TREENN2),-0.6124092683834017,0.6785781950734988,1.1159273606944524,0.0006964206695556641,0.0001723766326904297
Ensemble of 10 Trees,-0.8789486279773908,0.7180890761256814,1.3003957645328408,0.005811452865600586,0.0007085800170898438
