,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.5466370225956521,0.5302675902111209,0.6505380292415351,0.0004801750183105469,7.176399230957031e-05
Ridge Regression,0.546838541348348,0.5297121865188363,0.6502488666526872,0.0003986358642578125,5.555152893066406e-05
Lasso Regression,-0.0070717614967541476,0.8529202518895679,1.4450639149667286,0.0003979206085205078,6.0558319091796875e-05
ElasticNet Regression,0.1341052822065082,0.7744289983718666,1.242486641651015,0.00036787986755371094,6.103515625e-05
Bayesian Ridge Regression,0.5473182370149587,0.5283826828411268,0.6495605434124895,0.0007021427154541016,5.841255187988281e-05
ARD Regression,0.5403615982069334,0.5347995229039231,0.6595427394140867,0.0013315677642822266,6.413459777832031e-05
SGD Regressor,0.5529408923299831,0.5250312383221324,0.6414925023724332,0.00039696693420410156,5.245208740234375e-05
Passive Aggressive Regressor,0.3894157829997732,0.7181433472917393,0.8761373844142747,0.0003414154052734375,4.9591064453125e-05
Support Vector Regression,0.6092500492272057,0.47960523822749446,0.5606935624900954,0.0019404888153076172,0.0005040168762207031
MLP Regressor,0.6384898899737703,0.47496382838968404,0.5187368317409027,0.07884812355041504,0.000164031982421875
Random Forest Regressor,0.5631797136149079,0.5427170144409832,0.626800648488408,0.07447624206542969,0.0021467208862304688
Gradient Boosting Regressor,0.4362882621051535,0.5310850142379989,0.8088792894602982,0.033834218978881836,0.000244140625
XGBoost Regressor,0.6387119636742843,0.5438873140144286,0.5184181745177086,0.15407061576843262,0.0006775856018066406
AdaBoost Regressor,0.5411163197239408,0.516510465461322,0.6584597770356606,0.018266677856445312,0.0013070106506347656
Bagging Regressor,0.5875526423034958,0.5620981444037734,0.5918275302891749,0.016669511795043945,0.0016584396362304688
ExtraTrees Regressor,0.566171341202474,0.57320842561103,0.6225079126188354,0.059473514556884766,0.004960536956787109
HistGradientBoosting Regressor,0.4882193240245021,0.5314405274415526,0.7343625504207483,0.07132673263549805,0.000978231430053711
Stacking Regressor,0.5910999979023983,0.50203902733589,0.5867373711113322,0.05955243110656738,0.0006375312805175781
Voting Regressor,0.5691618071626274,0.4968362503058939,0.6182168435876362,0.04970264434814453,0.0007760524749755859
Custom MLP,0.46589754185300214,0.552781373541286,0.766392444582254,0.5065200328826904,1.621246337890625e-05
FONN1,0.470897987589887,0.5666673774507773,0.7592172223494491,6.504430532455444,0.0004954338073730469
Tree-based Predictions (FONN1),0.49628174144708537,0.525640117053329,0.7227936544093476,0.004790544509887695,0.0007431507110595703
TREENN1,0.49451617352631294,0.5779959696175068,0.7253270969993166,1.3112249374389648,7.939338684082031e-05
Tree-based Predictions (TREENN1),0.49282064945402104,0.5319692720636175,0.7277600325134501,0.0005850791931152344,0.0001747608184814453
FONN2,0.07661602858990524,0.6793995270604747,1.3249789218200596,3.583069086074829,0.0006275177001953125
Tree-based Predictions (FONN2),0.49628174144708537,0.525640117053329,0.7227936544093476,0.006108999252319336,0.0009603500366210938
TREENN2,0.5636716567466407,0.4853977418133961,0.6260947511580865,1.0068554878234863,0.00012254714965820312
Tree-based Predictions (TREENN2),0.49282064945402104,0.5319692720636175,0.7277600325134501,0.0007634162902832031,0.00021338462829589844
Ensemble of 10 Trees,0.49628174144708537,0.525640117053329,0.7227936544093476,0.0077037811279296875,0.0013413429260253906
