,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.6129601675775667,0.49945470661110036,0.4263678241230795,0.000614166259765625,7.557868957519531e-05
Ridge Regression,0.6130733250601605,0.5000872610942072,0.42624316845305493,0.0008635520935058594,0.00011658668518066406
Lasso Regression,-0.014098801348954693,0.8928524776885921,1.1171436714168947,0.000385284423828125,5.602836608886719e-05
ElasticNet Regression,0.2382260219513921,0.7696064778160164,0.8391795528158199,0.0003674030303955078,5.507469177246094e-05
Bayesian Ridge Regression,0.6131288401454793,0.5005157290750769,0.4261820123545077,0.0010294914245605469,7.82012939453125e-05
ARD Regression,0.6141931446129627,0.5004069756383273,0.42500956150580504,0.0009484291076660156,6.4849853515625e-05
SGD Regressor,0.6149948061095851,0.5034984445654426,0.42412644137354666,0.0004525184631347656,5.8650970458984375e-05
Passive Aggressive Regressor,0.1053673512119061,0.7391693333796435,0.9855382932186745,0.0003535747528076172,5.626678466796875e-05
Support Vector Regression,0.7179288647148488,0.39250775263349935,0.31073302054397517,0.0020437240600585938,0.0004975795745849609
MLP Regressor,0.7018983928232342,0.40539569793063723,0.328392384897549,0.09194564819335938,0.00012350082397460938
Random Forest Regressor,0.6622258291574565,0.43105911717604034,0.37209616737826295,0.08732461929321289,0.0023713111877441406
Gradient Boosting Regressor,0.6417929251833645,0.47313069617815257,0.39460530488336804,0.04868125915527344,0.0003311634063720703
XGBoost Regressor,0.625283053806353,0.49215582189787926,0.41279278158702004,0.07082819938659668,0.0013415813446044922
AdaBoost Regressor,0.6672505978882055,0.47669193783574526,0.3665608205457621,0.05294346809387207,0.0032727718353271484
Bagging Regressor,0.656227080482104,0.4454969076828065,0.3787044624577721,0.014988899230957031,0.0009245872497558594
ExtraTrees Regressor,0.6454586906122936,0.4437813753162033,0.39056705274819203,0.07404232025146484,0.003440380096435547
HistGradientBoosting Regressor,0.6810743954379015,0.4427575385881126,0.3513323556988965,0.06712198257446289,0.0010576248168945312
Stacking Regressor,0.6628799537767227,0.4501466697548586,0.3713755756787568,0.07957625389099121,0.0007352828979492188
Voting Regressor,0.6691530554774557,0.43939612890524793,0.36446504994319084,0.07642054557800293,0.0012965202331542969
Custom MLP,0.6529859202271713,0.46352422838899526,0.38227496432803343,0.4961695671081543,2.1696090698242188e-05
FONN1,0.6480868247493297,0.45002907143684096,0.3876718679645012,6.304029941558838,0.0005438327789306641
Tree-based Predictions (FONN1),0.6429894679171972,0.4783521778080004,0.3932871787393445,0.006569385528564453,0.0008051395416259766
TREENN1,0.48921178569662893,0.6339664404574733,0.5626905586362034,1.2574000358581543,0.00010466575622558594
Tree-based Predictions (TREENN1),0.6160113151519274,0.49121778512276465,0.4230066425511044,0.0008351802825927734,0.00020503997802734375
FONN2,0.6272642308897476,0.4865874481722981,0.41061029262467585,3.4108169078826904,0.00045418739318847656
Tree-based Predictions (FONN2),0.6429894679171972,0.4783521778080004,0.3932871787393445,0.006609439849853516,0.0010139942169189453
TREENN2,0.6021805335532946,0.5113464772475658,0.43824280111189645,0.9383754730224609,8.320808410644531e-05
Tree-based Predictions (TREENN2),0.6160113151519274,0.49121778512276465,0.4230066425511044,0.0008151531219482422,0.00019073486328125
Ensemble of 10 Trees,0.6429894679171972,0.4783521778080004,0.3932871787393445,0.005957841873168945,0.0007207393646240234
