,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.23589641236257997,0.5956739021181018,0.6014716555863087,0.0006644725799560547,9.608268737792969e-05
Ridge Regression,0.23600275569327056,0.5955314506914692,0.6013879463874435,0.0005960464477539062,8.153915405273438e-05
Lasso Regression,-0.004097499847138364,0.6927196065733044,0.7903852244307346,0.0006003379821777344,8.559226989746094e-05
ElasticNet Regression,-0.004097499847138364,0.6927196065733044,0.7903852244307346,0.0005879402160644531,8.320808410644531e-05
Bayesian Ridge Regression,0.2368902531307221,0.594209041330926,0.6006893440491362,0.0014033317565917969,9.584426879882812e-05
ARD Regression,0.2375796351110817,0.5938682562337401,0.6001466902417639,0.0007975101470947266,6.461143493652344e-05
SGD Regressor,0.23325827987132597,0.5975590968651938,0.603548287528421,0.0003790855407714844,5.316734313964844e-05
Passive Aggressive Regressor,-0.6019181020208677,0.7844492571529527,1.2609655922638718,0.000408172607421875,5.125999450683594e-05
Support Vector Regression,0.3617130762211417,0.5028787397587994,0.5024338309566141,0.002248525619506836,0.0004968643188476562
MLP Regressor,0.3585034633795704,0.5327750090343119,0.5049603092781988,0.21307921409606934,0.00015425682067871094
Random Forest Regressor,0.19426117207383997,0.5840617714933474,0.6342452445503814,0.10583996772766113,0.002510547637939453
Gradient Boosting Regressor,0.21673256192967216,0.5667432327127212,0.6165566689716391,0.05202150344848633,0.0002930164337158203
XGBoost Regressor,-0.03783652369308621,0.6393665808959478,0.8169432289458468,0.037956953048706055,0.0007224082946777344
AdaBoost Regressor,0.2943144464010381,0.575768230739838,0.5554873254278148,0.020573139190673828,0.0011622905731201172
Bagging Regressor,0.11298032288398707,0.5876645532032574,0.6982262645595169,0.015825748443603516,0.001016378402709961
ExtraTrees Regressor,0.14016930858064713,0.6129044130947096,0.6768241870071177,0.07934689521789551,0.004806041717529297
HistGradientBoosting Regressor,0.2581862330729482,0.5747892682901536,0.5839260039465354,0.08744454383850098,0.0008437633514404297
Stacking Regressor,0.2610330983155966,0.5444163124278736,0.581685065965834,0.05659127235412598,0.0006072521209716797
Voting Regressor,0.30025438388535197,0.5345937036570538,0.5508116452051683,0.058812618255615234,0.0008738040924072266
Custom MLP,0.2487338125185642,0.5854173917901431,0.5913665697704995,0.5134410858154297,1.3113021850585938e-05
FONN1,-0.17007635734000526,0.6809065162612977,0.9210371148599289,6.2820892333984375,0.0006177425384521484
Tree-based Predictions (FONN1),-0.12678884110187605,0.6520980433359335,0.8869629206286602,0.007418155670166016,0.0009210109710693359
TREENN1,0.08491273561983226,0.6321447862363331,0.7203199419786774,1.2613513469696045,0.00010538101196289062
Tree-based Predictions (TREENN1),-0.12678884110187605,0.6520980433359336,0.8869629206286602,0.0008692741394042969,0.0002086162567138672
FONN2,-0.1440696108755921,0.6611585825725858,0.9005656485490202,3.458157777786255,0.0005395412445068359
Tree-based Predictions (FONN2),-0.12678884110187605,0.6520980433359335,0.8869629206286602,0.006201505661010742,0.0007331371307373047
TREENN2,0.036991418816576416,0.6470706046504627,0.7580416779080308,0.9700682163238525,9.751319885253906e-05
Tree-based Predictions (TREENN2),-0.12678884110187605,0.6520980433359336,0.8869629206286602,0.0007846355438232422,0.000194549560546875
Ensemble of 10 Trees,-0.12678884110187605,0.6520980433359335,0.8869629206286602,0.006980419158935547,0.0008313655853271484
