,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.7579844116635699,0.2858900779378438,0.14317542700969432,0.0004267692565917969,6.0558319091796875e-05
Ridge Regression,0.7589672085632648,0.2847238700726744,0.14259400840461656,0.0003688335418701172,5.0067901611328125e-05
Lasso Regression,-0.01658891160542142,0.5900599859292137,0.6014098203876611,0.00037789344787597656,5.459785461425781e-05
ElasticNet Regression,0.41024131922900153,0.42885829705869843,0.34889881074388324,0.0003674030303955078,5.984306335449219e-05
Bayesian Ridge Regression,0.7612247167523747,0.2818994417814594,0.14125847584171253,0.0007197856903076172,7.033348083496094e-05
ARD Regression,0.7555946794019682,0.2879036574491833,0.14458918279024358,0.0012423992156982422,7.486343383789062e-05
SGD Regressor,0.7657136004151743,0.27290656653898043,0.13860287072290192,0.0004222393035888672,5.412101745605469e-05
Passive Aggressive Regressor,-0.09786517497599001,0.4762895532379363,0.6494925236293098,0.00037026405334472656,5.0067901611328125e-05
Support Vector Regression,0.8761294558937407,0.1717460770873505,0.0732813045979617,0.0021512508392333984,0.00039768218994140625
MLP Regressor,0.9253533926549133,0.14761592038221902,0.04416062599488759,0.11826205253601074,0.00015878677368164062
Random Forest Regressor,0.9057025118359617,0.1705687935453779,0.05578600629253549,0.09992814064025879,0.002580404281616211
Gradient Boosting Regressor,0.8977964171987606,0.16875134869519182,0.060463219373896065,0.045806169509887695,0.0002713203430175781
XGBoost Regressor,0.8988858088203868,0.17498070070691774,0.0598187397695894,0.0934298038482666,0.0006461143493652344
AdaBoost Regressor,0.9039103169524426,0.17895443486083265,0.056846261416993615,0.03249859809875488,0.0019154548645019531
Bagging Regressor,0.9036737872305803,0.17383002530008343,0.056986191427952415,0.014201879501342773,0.0009167194366455078
ExtraTrees Regressor,0.8948714586522605,0.17199104698791823,0.06219361282400167,0.08222293853759766,0.005684375762939453
HistGradientBoosting Regressor,0.9017580535923067,0.16859643328475693,0.05811953157179213,0.07627582550048828,0.0008516311645507812
Stacking Regressor,0.8594970996281389,0.21454225400199206,0.0831209381805496,0.06137847900390625,0.0006339550018310547
Voting Regressor,0.8864453867815648,0.18641462412629883,0.06717844229880467,0.06958961486816406,0.0013461112976074219
Custom MLP,0.7400192404294255,0.27434572452190514,0.1538035484477865,0.4788546562194824,1.7404556274414062e-05
FONN1,0.862203655861179,0.2100254886108901,0.08151975064112313,6.059366226196289,0.0005214214324951172
Tree-based Predictions (FONN1),0.8955100272756136,0.1834235722070079,0.06181583825190894,0.006095170974731445,0.000762939453125
TREENN1,0.861396775253214,0.21490561126531543,0.08199709789129543,1.2945654392242432,8.177757263183594e-05
Tree-based Predictions (TREENN1),0.8955100272756135,0.18342357220700792,0.06181583825190895,0.0007007122039794922,0.00018668174743652344
FONN2,0.519213129264785,0.40808001259228144,0.28443153596568244,3.4622976779937744,0.0005290508270263672
Tree-based Predictions (FONN2),0.8955100272756136,0.1834235722070079,0.06181583825190894,0.005692243576049805,0.0007004737854003906
TREENN2,0.8566651119785514,0.21981594160633874,0.08479633043029267,0.8984570503234863,7.987022399902344e-05
Tree-based Predictions (TREENN2),0.8955100272756135,0.18342357220700792,0.06181583825190895,0.0006704330444335938,0.00017380714416503906
Ensemble of 10 Trees,0.8955100272756136,0.1834235722070079,0.06181583825190894,0.005406379699707031,0.0007078647613525391
