,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.34472473551128213,0.6959699496867799,0.7754970498786794,0.0006377696990966797,9.489059448242188e-05
Ridge Regression,0.3449068124451612,0.6966116647500867,0.7752815677252605,0.0006611347198486328,8.440017700195312e-05
Lasso Regression,-2.6118601417213227e-06,0.8818993554240382,1.1834706991016994,0.0006556510925292969,6.67572021484375e-05
ElasticNet Regression,0.09582023532608308,0.8488104789387613,1.0700674633456941,0.00037288665771484375,5.626678466796875e-05
Bayesian Ridge Regression,0.34516630617299426,0.6976215124480158,0.7749744653038779,0.0007555484771728516,6.222724914550781e-05
ARD Regression,0.3452752028160271,0.6968752816855288,0.7748455896542232,0.0008056163787841797,6.246566772460938e-05
SGD Regressor,0.3454127587299095,0.6980388543317619,0.7746827966858477,0.0004100799560546875,7.033348083496094e-05
Passive Aggressive Regressor,-5.549241964928976,2.1306870650182343,7.750815722774032,0.0003323554992675781,5.221366882324219e-05
Support Vector Regression,0.48352187990157935,0.5615644100287508,0.6112351254029482,0.0019567012786865234,0.0004963874816894531
MLP Regressor,0.43604100231218923,0.6497295665460876,0.6674272060317702,0.04183077812194824,0.00012135505676269531
Random Forest Regressor,0.46335779207063554,0.5765288598577838,0.6350986701967417,0.06294608116149902,0.002729654312133789
Gradient Boosting Regressor,0.5019049327375398,0.5431594131327734,0.5894793778345205,0.03474760055541992,0.0003056526184082031
XGBoost Regressor,0.3660603149162357,0.6266081705906832,0.7502470827539418,0.04495120048522949,0.0008060932159423828
AdaBoost Regressor,0.39429344115455245,0.6432801651653219,0.7168340923769124,0.018433809280395508,0.0017452239990234375
Bagging Regressor,0.45512468349297086,0.5892002453424711,0.6448422875119652,0.01780843734741211,0.0019521713256835938
ExtraTrees Regressor,0.39017167743014214,0.5973331465878003,0.7217120662327868,0.06212472915649414,0.003690004348754883
HistGradientBoosting Regressor,0.4518078178844326,0.6058198018076056,0.6487676905199247,0.10025858879089355,0.0007905960083007812
Stacking Regressor,0.47725887077301954,0.61379425092209,0.618647193835519,0.04923653602600098,0.0006747245788574219
Voting Regressor,0.5030745098357559,0.5763598313803441,0.5880952212236649,0.045449256896972656,0.001096487045288086
Custom MLP,0.37597547623063443,0.6835204404309264,0.7385128105097621,0.4819917678833008,1.8596649169921875e-05
FONN1,0.37961675689041907,0.5964326610902816,0.7342034727970888,6.0603227615356445,0.0005047321319580078
Tree-based Predictions (FONN1),0.4170188174083095,0.5846587051495338,0.6899393456998462,0.0037992000579833984,0.0006725788116455078
TREENN1,0.4339917573226669,0.5717433825781005,0.6698524210978283,1.2912821769714355,8.7738037109375e-05
Tree-based Predictions (TREENN1),0.4170188174083095,0.5846587051495337,0.6899393456998462,0.0005629062652587891,0.00017118453979492188
FONN2,0.43391618253125896,0.5751935266780233,0.6699418614154448,3.3593413829803467,0.0006005764007568359
Tree-based Predictions (FONN2),0.4170188174083095,0.5846587051495338,0.6899393456998462,0.0046002864837646484,0.0007588863372802734
TREENN2,0.48161421201311594,0.577005706434495,0.6134927885558613,0.8914384841918945,9.465217590332031e-05
Tree-based Predictions (TREENN2),0.4170188174083095,0.5846587051495337,0.6899393456998462,0.0005667209625244141,0.0001900196075439453
Ensemble of 10 Trees,0.4170188174083095,0.5846587051495338,0.6899393456998462,0.004519224166870117,0.0008273124694824219
