,R² Score,MAE,MSE,Train Time (s),Comp Time (s)
Linear Regression,0.55728467234495,0.506404279171533,0.45894479952233913,0.0004837512969970703,6.818771362304688e-05
Ridge Regression,0.5580458763487085,0.506341093134419,0.4581556905914355,0.00036263465881347656,8.344650268554688e-05
Lasso Regression,-0.025547674548446864,0.7902022197076906,1.0631431588087443,0.00036716461181640625,5.2928924560546875e-05
ElasticNet Regression,0.2772820399344652,0.6619557616273497,0.7492120298846113,0.0003426074981689453,5.340576171875e-05
Bayesian Ridge Regression,0.5585768880986626,0.5062940967234556,0.45760521251691866,0.0008411407470703125,5.841255187988281e-05
ARD Regression,0.5606007619833475,0.5078879763966444,0.4555071455735736,0.001238107681274414,6.103515625e-05
SGD Regressor,0.5625797543665878,0.5086921107732387,0.45345560543966124,0.0004010200500488281,5.14984130859375e-05
Passive Aggressive Regressor,0.529168819542376,0.55126641921651,0.4880913495101702,0.00035643577575683594,5.5789947509765625e-05
Support Vector Regression,0.6430759045446,0.45674368644537966,0.3700085522250209,0.001972198486328125,0.0004909038543701172
MLP Regressor,0.6384115948070483,0.45789877602008466,0.3748438505842381,0.10138487815856934,0.0001595020294189453
Random Forest Regressor,0.6067789624264153,0.4926152094835013,0.40763610153969887,0.09329700469970703,0.002379894256591797
Gradient Boosting Regressor,0.6027502801215108,0.5000865975404112,0.4118124710423248,0.05765843391418457,0.0003249645233154297
XGBoost Regressor,0.5681279609263197,0.5271403966308458,0.4477040075432164,0.04125022888183594,0.0008342266082763672
AdaBoost Regressor,0.6206866807573548,0.4833087309637032,0.39321854108383075,0.06529569625854492,0.005656719207763672
Bagging Regressor,0.5693202365156532,0.5285486661955954,0.44646802440204,0.019918441772460938,0.0013885498046875
ExtraTrees Regressor,0.5829371687126288,0.49673881906638595,0.4323519099897566,0.08274173736572266,0.0052623748779296875
HistGradientBoosting Regressor,0.6003727921802302,0.4858402838626946,0.41427711515653987,0.04881477355957031,0.0007069110870361328
Stacking Regressor,0.5772159794570797,0.5104378159647126,0.4382828319432047,0.0612950325012207,0.000690460205078125
Voting Regressor,0.5992894605931671,0.5026629369217879,0.41540016052448403,0.08281397819519043,0.0010592937469482422
Custom MLP,0.556836418754073,0.5008674584055399,0.45940948561190803,0.5184974670410156,1.7881393432617188e-05
FONN1,0.5712763588696732,0.5019287893472418,0.44444019268823404,6.300432920455933,0.0005400180816650391
Tree-based Predictions (FONN1),0.6310661817196095,0.4831483487325637,0.3824585386834269,0.006624460220336914,0.0008640289306640625
TREENN1,0.5690269712196456,0.5234932703093528,0.4467720404911055,1.2881782054901123,8.463859558105469e-05
Tree-based Predictions (TREENN1),0.6360349512362198,0.48314834873256374,0.3773076193742806,0.0006887912750244141,0.0001678466796875
FONN2,0.6146300947419141,0.4972335504310908,0.39949715508477174,3.531702995300293,0.0005567073822021484
Tree-based Predictions (FONN2),0.6310661817196095,0.4831483487325637,0.3824585386834269,0.006590604782104492,0.0009737014770507812
TREENN2,0.5495811959783217,0.5206335174519846,0.4669306771187482,0.8877251148223877,8.106231689453125e-05
Tree-based Predictions (TREENN2),0.6360349512362198,0.48314834873256374,0.3773076193742806,0.0007965564727783203,0.0001804828643798828
Ensemble of 10 Trees,0.6310661817196095,0.4831483487325637,0.3824585386834269,0.0059201717376708984,0.0007636547088623047
