model,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,mse
Tree,0.16350436210632324,0.002863645553588867,-0.1821028241059593,-0.8142442540788372,0.19416959426123545
Ensemble_sk 10,1.5338000774383544,0.009431695938110352,-0.04758382656647,-0.4578535201316015,0.049727414671390004
MLP_sk_drop_identity 10,26.02269744873047,0.01234440803527832,-0.6701101409130498,-0.6896017212995853,0.5991424499938404
FONN1_sk_drop_identity 5 10,38.09615869522095,0.03756413459777832,-0.14890678501008725,-0.5176831783679523,0.8276634085657038
FONN2_sk_drop_identity 5 10,80.6191014289856,0.00753631591796875,-7.151543739251788,-12.556183599503868,14.45534893532419
TREENN1_sk_drop_identity 10,27.227083206176758,0.014409446716308593,-0.3116732841206522,-0.7887111528133101,0.45734579161114236
TREENN2_sk_drop_identity 10,40.067316102981565,0.009273290634155273,-1.8351620856246131,-2.004496749831854,7.458577843641251
FONN1_TrANN_drop_identity 5 10,10.97255311012268,0.024210309982299803,-1.3338956866462235,-1.3754660828186958,1.3399116342465416
FONN2_TrANN_drop_identity 5 10,9.349695920944214,0.021701669692993163,-0.48082516453738966,-0.6631512913310398,0.49881469601543815
FONN3_TrANN_drop_identity 5 10,8.641653966903686,0.009732437133789063,-2.9340840977198015,-3.507412081127407,2.9979029625227103
TREENN1_TrANN_drop_identity 10,5.502003002166748,0.02324385643005371,-1.3356974033753377,-1.3780750673442297,1.3554742022086057
TREENN2_TrANN_drop_identity 10,6.99435248374939,0.01654949188232422,-0.5495892059062666,-0.7022583329770873,0.5740343351304571
TREENN3_TrANN_drop_identity 10,5.7183167934417725,0.012862730026245116,-0.48302061545470504,-0.7326871556562443,0.5093907926202795
