model,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,mse
Tree,0.16968779563903807,0.005707502365112305,0.8585144609213302,0.35145842658595905,0.19416959426123545
Ensemble_sk 10,1.556317186355591,0.010962104797363282,0.9640857453368771,0.6242941213876754,0.049727414671390004
MLP_sk_drop_identity 10,25.59385676383972,0.01852736473083496,0.4295293827868907,0.42606295984525067,0.6417831835928813
FONN1_sk_drop_identity 5 10,44.330894994735715,0.09187593460083007,0.9445677783318797,0.5916631592701895,0.06698148420113506
FONN2_sk_drop_identity 5 10,84.31017355918884,0.013527631759643555,-59.93439240148125,-33.55643281280622,848.6656035610148
TREENN1_sk_drop_identity 10,29.528153276443483,0.05198335647583008,0.8349155669384134,0.37880485775106126,0.17558664118625827
TREENN2_sk_drop_identity 10,45.02985072135925,0.032119131088256835,-4.690726194188723,-2.625147214122999,11.181140822233258
FONN1_TrANN_drop_identity 5 10,16.907810306549074,0.05200033187866211,-0.011104541739750973,-0.09144594764253929,1.3427115127821558
FONN2_TrANN_drop_identity 5 10,15.734636163711547,0.031253480911254884,0.633075462471621,0.4580226121751007,0.501254766777264
FONN3_TrANN_drop_identity 5 10,15.260112619400024,0.030187606811523438,-1.2325175667504484,-1.8421617518562186,3.005580961286246
TREENN1_TrANN_drop_identity 10,9.717786502838134,0.0329190731048584,-0.005051179717823651,-0.09701050325945823,1.3314860622197686
TREENN2_TrANN_drop_identity 10,8.108351612091065,0.018097352981567384,0.5844528833562658,0.4366073326761386,0.6257586498506188
TREENN3_TrANN_drop_identity 10,9.487210893630982,0.019050121307373047,0.6306682122061666,0.40569134705934884,0.531676107846094
