model,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,mse
Tree,0.16881251335144043,0.006483316421508789,-0.18777078532084543,-0.8079260724131103,0.19416959426123545
Ensemble_sk 10,1.4954036712646483,0.016830635070800782,-0.047706662014525544,-0.4605174101868304,0.049727414671390004
MLP_sk_drop_identity 10,25.686382436752318,0.0076331615447998045,-0.7963440693279948,-0.7121648785660548,0.5209592643059885
FONN1_sk_drop_identity 5 10,47.05842614173889,0.027153921127319337,-0.11114430497856567,-0.5182804820682482,0.06553115044599514
FONN2_sk_drop_identity 5 10,81.12506775856018,0.02825031280517578,-32.027249659906225,-33.73212989294506,7.78278895556427
TREENN1_sk_drop_identity 10,29.60425157546997,0.015894222259521484,-0.3059451836531709,-0.7596896533666107,0.2787299269970202
TREENN2_sk_drop_identity 10,37.12623701095581,0.028167533874511718,-17.79022568743332,-23.291084284003286,40.58564345646665
FONN1_TrANN_drop_identity 5 10,60.573835134506226,0.14713444709777831,-1.3356253491467205,-1.3761932499049034,1.3399116342465416
FONN2_TrANN_drop_identity 5 10,77.25279989242554,0.12781100273132323,-0.478537392745429,-0.6627192086986771,0.49881469601543815
FONN3_TrANN_drop_identity 5 10,64.13593802452087,0.09836401939392089,-2.9340211575901947,-3.500416383103663,2.9979029625227103
TREENN1_TrANN_drop_identity 10,25.864432048797607,0.10938534736633301,-1.3319089444952708,-1.3746583403428907,1.3554742022086057
TREENN2_TrANN_drop_identity 10,20.697398233413697,0.0490966796875,-0.5306181823846969,-0.692046734918552,0.5740343351304571
TREENN3_TrANN_drop_identity 10,14.94958963394165,0.04700450897216797,-0.48640541636035506,-0.7375863720949647,0.5093907926202795
